area,price,building_status,number_facades,number_bedrooms,kitchen_equipped,furnished,open_fire,zip_code,land_surface,terrace,terrace_surface,swimming_pool,property_type,subtype_property,garden,garden_surface,province,Zone,zone_num,price_per_m2
350.0,690000.0,good,4.0,3.0,installed,,1.0,4140,6000.0,0,0,,house,exceptiona,0,0,Liege,Wallonia_zone,2,1971.4285714285713
219.0,200000.0,to renovate,3.0,6.0,,,,4130,529.0,0,0,,house,house,0,0,Liege,Wallonia_zone,2,913.2420091324201
150.0,285000.0,as new,4.0,3.0,installed,,,4540,923.0,0,0,,house,house,0,0,Liege,Wallonia_zone,2,1900.0
185.0,440000.0,good,4.0,3.0,semi equipped,,1.0,8540,1368.0,1,125,True,house,bungalow,1,1180,West Flanders,Flanders_zone,3,2378.3783783783783
128.0,353300.0,as new,2.0,3.0,hyper equipped,,,9120,185.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2760.15625
286.0,345000.0,to renovate,2.0,2.0,,,,3080,480.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,1206.2937062937062
390.0,1850000.0,good,4.0,6.0,hyper equipped,,,3080,1907.0,1,45,,house,villa,1,1700,Flemish Brabant,Flanders_zone,3,4743.589743589743
240.0,350000.0,to restore,3.0,4.0,semi equipped,,,7011,1800.0,0,0,,house,mixed,0,0,Hainaut,Wallonia_zone,2,1458.3333333333333
210.0,190000.0,to renovate,3.0,3.0,not installed,,,7370,877.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,904.7619047619048
150.0,269000.0,to be done up,2.0,3.0,,,,2060,105.0,1,30,,house,house,0,0,Antwerp,Flanders_zone,3,1793.3333333333333
103.0,289000.0,as new,2.0,3.0,installed,,,9260,120.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2805.8252427184466
253.0,269000.0,to renovate,2.0,6.0,semi equipped,,,7700,270.0,1,35,,house,house,0,0,Hainaut,Wallonia_zone,2,1063.2411067193675
155.0,450000.0,,,3.0,installed,,,3500,76.0,1,21,,house,house,0,0,Limburg,Flanders_zone,3,2903.2258064516127
125.0,450000.0,,,4.0,,,,9000,140.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,3600.0
100.0,90000.0,,2.0,3.0,,,,7340,193.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,900.0
235.0,695000.0,good,4.0,4.0,usa installed,,1.0,5030,5784.0,1,51,,house,exceptiona,1,700,Namur,Wallonia_zone,2,2957.446808510638
130.0,254000.0,just renovated,2.0,3.0,installed,,,9600,170.0,1,13,,house,house,1,64,East Flanders,Flanders_zone,3,1953.8461538461538
264.0,189000.0,,2.0,7.0,semi equipped,,,4000,100.0,1,6,,house,apartment,0,0,Liege,Wallonia_zone,2,715.9090909090909
600.0,1170000.0,,,10.0,,,,1082,354.0,0,0,,house,mixed,0,0,Brussel-Capital,Brussels_zone,1,1950.0
190.0,435000.0,,2.0,4.0,hyper equipped,,,9040,113.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2289.4736842105262
152.0,336500.0,,,3.0,installed,,,8610,345.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2213.815789473684
650.0,1595000.0,,4.0,6.0,installed,,,1410,1511.0,0,0,True,house,house,0,0,Walloon Brabant,Wallonia_zone,2,2453.846153846154
206.0,264900.0,,2.0,3.0,,,,9550,216.0,1,21,,house,house,0,0,East Flanders,Flanders_zone,3,1285.9223300970873
217.0,499000.0,,3.0,4.0,installed,,,1080,620.0,0,0,,house,house,1,520,Brussel-Capital,Brussels_zone,1,2299.5391705069123
105.0,199000.0,as new,,2.0,hyper equipped,,,4100,85.0,1,26,,house,house,0,0,Liege,Wallonia_zone,2,1895.2380952380952
250.0,269000.0,good,2.0,3.0,installed,,,9100,250.0,1,28,,house,house,1,120,East Flanders,Flanders_zone,3,1076.0
145.0,255000.0,to be done up,,3.0,semi equipped,,,1420,407.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,1758.6206896551723
152.0,265000.0,to renovate,2.0,6.0,not installed,,,1070,77.0,1,30,,house,house,0,0,Brussel-Capital,Brussels_zone,1,1743.421052631579
485.0,375000.0,,2.0,6.0,hyper equipped,,,5680,900.0,1,25,,house,apartment,1,600,Namur,Wallonia_zone,2,773.1958762886597
126.0,165000.0,as new,2.0,2.0,semi equipped,,,4500,495.0,1,10,,house,house,1,60,Liege,Wallonia_zone,2,1309.5238095238096
145.0,225000.0,good,,4.0,,,,8940,354.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1551.7241379310344
156.0,230000.0,to renovate,4.0,3.0,semi equipped,,,5140,772.0,0,0,,house,house,0,0,Namur,Wallonia_zone,2,1474.3589743589744
218.0,80400.0,as new,3.0,3.0,,,,4520,881.0,0,0,,house,villa,0,0,Liege,Wallonia_zone,2,368.8073394495413
330.0,445000.0,good,2.0,5.0,semi equipped,,,7500,233.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1348.4848484848485
312.0,2190000.0,as new,4.0,4.0,hyper equipped,,,1180,1400.0,1,100,,house,house,0,0,Brussel-Capital,Brussels_zone,1,7019.2307692307695
350.0,545000.0,as new,4.0,3.0,hyper equipped,,,9220,1152.0,0,0,,house,villa,0,0,East Flanders,Flanders_zone,3,1557.142857142857
260.0,529000.0,,2.0,5.0,semi equipped,,1.0,1082,376.0,1,15,,house,town,1,280,Brussel-Capital,Brussels_zone,1,2034.6153846153845
175.0,409000.0,,,3.0,installed,,,9920,858.0,0,0,,house,house,1,858,East Flanders,Flanders_zone,3,2337.1428571428573
164.0,239000.0,as new,3.0,3.0,hyper equipped,,,6860,890.0,1,30,,house,house,0,0,Luxembourg,Wallonia_zone,2,1457.3170731707316
169.0,265888.0,as new,,3.0,hyper equipped,,,3890,350.0,0,0,,house,town,0,0,Limburg,Flanders_zone,3,1573.301775147929
130.0,165000.0,good,2.0,3.0,installed,,,4101,65.0,0,0,,house,house,0,0,Liege,Wallonia_zone,2,1269.2307692307693
415.0,890000.0,as new,2.0,3.0,hyper equipped,,,9000,415.0,1,26,,house,house,0,0,East Flanders,Flanders_zone,3,2144.578313253012
172.0,449000.0,as new,,3.0,,,,8793,916.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2610.4651162790697
250.0,435000.0,,,3.0,installed,,,8587,745.0,0,0,,house,villa,0,0,West Flanders,Flanders_zone,3,1740.0
420.0,1250000.0,to be done up,4.0,4.0,installed,,1.0,1380,2440.0,1,12,,house,villa,0,0,Walloon Brabant,Wallonia_zone,2,2976.190476190476
350.0,199000.0,good,2.0,5.0,,,,9500,180.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,568.5714285714286
208.0,456200.0,as new,3.0,3.0,hyper equipped,,,2800,749.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,2193.269230769231
155.0,144500.0,good,2.0,4.0,installed,yes,,4102,225.0,1,15,,house,house,1,90,Liege,Wallonia_zone,2,932.258064516129
184.0,399577.0,,3.0,3.0,installed,,,2580,341.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,2171.6141304347825
274.0,499000.0,to renovate,3.0,6.0,,,,9881,1036.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1821.1678832116788
126.0,215000.0,,2.0,4.0,,,,8800,205.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1706.3492063492063
385.0,200000.0,,4.0,5.0,installed,,,8920,2147.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,519.4805194805194
170.0,315000.0,good,,3.0,installed,,,8792,239.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1852.9411764705883
227.0,365000.0,as new,,3.0,,,,8792,452.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1607.9295154185022
800.0,980000.0,just renovated,4.0,5.0,installed,yes,,4820,1667.0,1,1,True,house,exceptiona,1,1,Liege,Wallonia_zone,2,1225.0
112.0,355000.0,,2.0,3.0,,,,9960,304.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,3169.6428571428573
165.0,460000.0,to renovate,2.0,4.0,not installed,,,1200,130.0,0,0,,house,apartment,1,38,Brussel-Capital,Brussels_zone,1,2787.878787878788
162.0,529000.0,,4.0,3.0,,,,1501,576.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,3265.432098765432
175.0,200000.0,just renovated,,3.0,hyper equipped,,,5060,400.0,1,25,,house,house,1,120,Namur,Wallonia_zone,2,1142.857142857143
102.0,314836.0,as new,3.0,3.0,installed,,,9900,107.0,0,0,,house,mixed,0,0,East Flanders,Flanders_zone,3,3086.627450980392
209.0,987000.0,good,4.0,3.0,installed,,,7712,6610.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,4722.488038277512
130.0,345000.0,to be done up,4.0,3.0,hyper equipped,,1.0,1400,1440.0,0,0,,house,villa,0,0,Walloon Brabant,Wallonia_zone,2,2653.846153846154
179.0,480000.0,good,3.0,3.0,installed,,1.0,3020,500.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2681.564245810056
150.0,215000.0,,3.0,4.0,,,,6600,50.0,0,0,,house,house,0,0,Luxembourg,Wallonia_zone,2,1433.3333333333333
120.0,315000.0,as new,3.0,3.0,hyper equipped,,,3700,246.0,0,0,,house,house,0,0,Limburg,Flanders_zone,3,2625.0
137.0,249000.0,good,4.0,2.0,installed,,,5550,5115.0,0,0,,house,house,0,0,Namur,Wallonia_zone,2,1817.5182481751824
143.0,287000.0,,3.0,3.0,not installed,,,1357,474.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,2006.993006993007
170.0,479000.0,as new,4.0,4.0,hyper equipped,,,1370,1290.0,1,50,True,house,villa,1,1290,Walloon Brabant,Wallonia_zone,2,2817.6470588235293
200.0,995000.0,good,3.0,4.0,installed,,,1200,836.0,1,50,,house,house,1,550,Brussel-Capital,Brussels_zone,1,4975.0
146.0,255000.0,as new,2.0,4.0,installed,,,9900,181.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1746.5753424657535
156.0,345000.0,,3.0,3.0,,,,8000,156.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2211.5384615384614
186.0,319000.0,good,2.0,3.0,installed,,,2170,100.0,0,0,,house,house,1,22,Antwerp,Flanders_zone,3,1715.0537634408602
152.0,300000.0,as new,,3.0,,,,8800,211.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1973.6842105263158
360.0,790000.0,good,4.0,4.0,installed,,1.0,1380,1800.0,1,27,,house,villa,1,1500,Walloon Brabant,Wallonia_zone,2,2194.4444444444443
540.0,2290000.0,good,2.0,7.0,hyper equipped,,,1180,236.0,0,0,,house,exceptiona,1,110,Brussel-Capital,Brussels_zone,1,4240.740740740741
202.0,369000.0,to be done up,4.0,5.0,semi equipped,,,6980,3500.0,1,19,,house,exceptiona,1,2170,Luxembourg,Wallonia_zone,2,1826.7326732673268
255.0,595000.0,good,4.0,3.0,hyper equipped,,,1410,828.0,1,45,,house,villa,0,0,Walloon Brabant,Wallonia_zone,2,2333.3333333333335
195.0,349000.0,good,,3.0,,,,8200,352.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1789.7435897435898
215.0,350000.0,good,2.0,4.0,hyper equipped,,,1850,100.0,1,5,,house,house,0,0,Flemish Brabant,Flanders_zone,3,1627.906976744186
225.0,695000.0,as new,4.0,4.0,hyper equipped,,,1380,503.0,1,18,,house,house,1,100,Walloon Brabant,Wallonia_zone,2,3088.8888888888887
131.0,289114.0,,3.0,3.0,,,,8800,248.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2206.977099236641
172.0,265000.0,to be done up,,4.0,semi equipped,,,8920,885.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1540.6976744186047
172.0,391000.0,,3.0,3.0,,,,1457,773.0,1,17,,house,villa,0,0,Walloon Brabant,Wallonia_zone,2,2273.2558139534885
145.0,292500.0,,3.0,3.0,,,,8760,460.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2017.2413793103449
170.0,497000.0,to renovate,4.0,5.0,semi equipped,,,2830,969.0,0,0,,house,house,1,255,Antwerp,Flanders_zone,3,2923.529411764706
161.0,299000.0,as new,3.0,3.0,usa hyper equipped,,,1360,257.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,1857.142857142857
170.0,198000.0,,2.0,3.0,semi equipped,,,4620,220.0,1,10,,house,house,1,65,Liege,Wallonia_zone,2,1164.7058823529412
286.0,180000.0,to be done up,4.0,3.0,,,,1435,506.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,629.3706293706293
249.0,429000.0,good,,3.0,installed,yes,,8400,142.0,1,16,,house,house,1,80,West Flanders,Flanders_zone,3,1722.8915662650602
346.0,795000.0,as new,4.0,5.0,hyper equipped,,,1701,2632.0,0,0,True,house,mixed,0,0,Flemish Brabant,Flanders_zone,3,2297.6878612716764
214.0,439000.0,,2.0,4.0,hyper equipped,,,2630,228.0,1,22,,house,house,0,0,Antwerp,Flanders_zone,3,2051.4018691588785
150.0,204500.0,,2.0,4.0,installed,,,4000,172.0,1,40,,house,house,1,32,Liege,Wallonia_zone,2,1363.3333333333333
192.0,479000.0,as new,3.0,4.0,usa hyper equipped,,1.0,6700,650.0,1,40,,house,house,1,250,Luxembourg,Wallonia_zone,2,2494.7916666666665
404.0,1250000.0,,,3.0,,,,8300,243.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,3094.059405940594
261.0,295000.0,good,3.0,5.0,installed,,,9600,279.0,1,31,,house,mansion,1,66,East Flanders,Flanders_zone,3,1130.2681992337166
249.0,649000.0,good,4.0,4.0,installed,,1.0,1770,1703.0,1,45,,house,villa,1,1703,Flemish Brabant,Flanders_zone,3,2606.425702811245
170.0,1000000.0,as new,2.0,3.0,,,,8300,215.0,1,15,,house,house,1,30,West Flanders,Flanders_zone,3,5882.35294117647
180.0,319591.0,,3.0,3.0,,,,2200,343.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,1775.5055555555555
220.0,555000.0,good,,4.0,installed,,,2950,489.0,1,38,,house,house,1,371,Antwerp,Flanders_zone,3,2522.7272727272725
138.0,275000.0,good,3.0,3.0,installed,,,6600,513.0,0,0,,house,house,1,300,Luxembourg,Wallonia_zone,2,1992.7536231884058
180.0,435000.0,as new,4.0,3.0,,,,8500,525.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2416.6666666666665
171.0,375000.0,good,3.0,3.0,installed,,,4040,309.0,1,39,,house,apartment,1,228,Liege,Wallonia_zone,2,2192.9824561403507
210.0,515000.0,to renovate,4.0,4.0,not installed,,,1700,695.0,1,6,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2452.3809523809523
165.0,450000.0,to be done up,2.0,2.0,semi equipped,,,1970,230.0,0,0,,house,apartment,1,160,Flemish Brabant,Flanders_zone,3,2727.2727272727275
208.0,210000.0,,3.0,4.0,,,,4900,270.0,1,32,,house,apartment,0,0,Liege,Wallonia_zone,2,1009.6153846153846
1000.0,4950000.0,good,2.0,8.0,not installed,,1.0,1050,310.0,0,0,,house,house,0,0,Brussel-Capital,Brussels_zone,1,4950.0
240.0,299000.0,as new,2.0,4.0,hyper equipped,,,9320,170.0,1,60,,house,house,0,0,East Flanders,Flanders_zone,3,1245.8333333333333
144.0,381400.0,as new,3.0,3.0,hyper equipped,,,2845,476.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,2648.6111111111113
231.0,325000.0,good,,1.0,installed,yes,,3520,822.0,0,0,,house,house,1,300,Limburg,Flanders_zone,3,1406.926406926407
500.0,3450000.0,to be done up,4.0,5.0,installed,,,1180,3237.0,0,0,,house,villa,0,0,Brussel-Capital,Brussels_zone,1,6900.0
210.0,449000.0,as new,3.0,4.0,hyper equipped,,,9200,1039.0,1,40,,house,house,0,0,East Flanders,Flanders_zone,3,2138.095238095238
130.0,329000.0,just renovated,,2.0,installed,,,9700,328.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2530.769230769231
208.0,445000.0,as new,2.0,4.0,installed,,,1830,220.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2139.423076923077
150.0,265000.0,,,4.0,installed,,,8310,98.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1766.6666666666667
184.0,110000.0,good,3.0,3.0,installed,,,4040,362.0,0,0,,house,house,0,0,Liege,Wallonia_zone,2,597.8260869565217
170.0,450000.0,good,2.0,4.0,hyper equipped,,,1180,90.0,0,0,,house,house,0,0,Brussel-Capital,Brussels_zone,1,2647.0588235294117
140.0,159000.0,good,3.0,4.0,installed,,,6953,155.0,0,0,,house,house,1,155,Luxembourg,Wallonia_zone,2,1135.7142857142858
339.0,360000.0,to renovate,2.0,7.0,not installed,,,6700,289.0,1,25,,house,mixed,1,200,Luxembourg,Wallonia_zone,2,1061.9469026548672
130.0,135000.0,to renovate,3.0,2.0,semi equipped,,,6111,200.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1038.4615384615386
260.0,595000.0,good,4.0,3.0,hyper equipped,,,2275,1115.0,1,17,,house,villa,1,800,Antwerp,Flanders_zone,3,2288.4615384615386
126.0,315000.0,,3.0,3.0,usa hyper equipped,,,2370,186.0,0,0,,house,house,1,123,Antwerp,Flanders_zone,3,2500.0
133.0,238000.0,,,4.0,,,,8830,137.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1789.4736842105262
135.0,275000.0,,3.0,3.0,,,,9600,523.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2037.037037037037
190.0,485000.0,good,4.0,3.0,hyper equipped,,,1325,1036.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,2552.6315789473683
143.0,118000.0,to renovate,,3.0,,,,2300,245.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,825.1748251748252
580.0,2550000.0,as new,4.0,6.0,hyper equipped,,,1950,2471.0,1,45,True,house,exceptiona,0,0,Flemish Brabant,Flanders_zone,3,4396.551724137931
64.0,100000.0,good,2.0,1.0,semi equipped,,,4540,345.0,0,0,,house,house,1,300,Liege,Wallonia_zone,2,1562.5
185.0,330000.0,as new,3.0,2.0,installed,,1.0,9320,326.0,1,20,,house,house,1,150,East Flanders,Flanders_zone,3,1783.7837837837837
175.0,295000.0,to be done up,4.0,2.0,semi equipped,,,8510,784.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1685.7142857142858
154.0,349000.0,,,3.0,,,,2590,236.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,2266.2337662337663
155.0,179000.0,good,3.0,3.0,installed,,1.0,7021,370.0,0,0,,house,house,1,370,Hainaut,Wallonia_zone,2,1154.8387096774193
106.0,90000.0,to renovate,2.0,2.0,installed,,,7340,218.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,849.0566037735849
120.0,150000.0,,3.0,2.0,not installed,,,4500,501.0,1,15,,house,house,0,0,Liege,Wallonia_zone,2,1250.0
114.0,180000.0,good,3.0,3.0,usa installed,,,7160,426.0,1,28,,house,house,1,200,Hainaut,Wallonia_zone,2,1578.9473684210527
240.0,475000.0,good,4.0,3.0,installed,,,8430,729.0,0,0,,house,house,1,200,West Flanders,Flanders_zone,3,1979.1666666666667
210.0,299900.0,good,3.0,3.0,installed,,,6230,1334.0,1,35,,house,house,1,1000,Hainaut,Wallonia_zone,2,1428.095238095238
614.0,835000.0,,4.0,16.0,,,,4570,1600.0,1,100,,house,apartment,1,600,Liege,Wallonia_zone,2,1359.9348534201954
135.0,265000.0,as new,,3.0,hyper equipped,,,8870,249.0,1,19,,house,house,1,15601,West Flanders,Flanders_zone,3,1962.962962962963
151.0,299000.0,,3.0,3.0,,,,9700,178.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1980.132450331126
190.0,475000.0,to renovate,4.0,4.0,,,,2830,2790.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,2500.0
121.0,615000.0,,,2.0,hyper equipped,yes,,3000,78.0,1,15,,house,house,0,0,Flemish Brabant,Flanders_zone,3,5082.644628099173
265.0,541200.0,,3.0,4.0,installed,,,3020,304.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2042.2641509433963
211.0,345000.0,good,4.0,4.0,,,,8650,775.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1635.0710900473935
442.0,1560000.0,as new,2.0,4.0,hyper equipped,,,2018,442.0,1,197,,house,mansion,0,0,Antwerp,Flanders_zone,3,3529.4117647058824
160.0,258899.0,,2.0,3.0,,,,8470,164.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1618.11875
352.0,249900.0,as new,4.0,7.0,installed,,,6040,690.0,0,0,,house,apartment,1,550,Hainaut,Wallonia_zone,2,709.9431818181819
243.0,325000.0,good,,4.0,installed,,,8420,123.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1337.4485596707818
275.0,585000.0,as new,4.0,3.0,hyper equipped,,,1860,633.0,1,22,,house,house,1,500,Flemish Brabant,Flanders_zone,3,2127.2727272727275
248.0,280000.0,,4.0,3.0,,,,3630,795.0,0,0,,house,house,1,675,Limburg,Flanders_zone,3,1129.032258064516
180.0,435000.0,,4.0,6.0,not installed,,,6950,725.0,0,0,,house,apartment,0,0,Luxembourg,Wallonia_zone,2,2416.6666666666665
289.0,695000.0,to renovate,2.0,4.0,,,,1050,69.0,1,10,,house,house,1,60,Brussel-Capital,Brussels_zone,1,2404.8442906574396
101.0,165000.0,good,,2.0,installed,,,9500,503500.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1633.6633663366338
130.0,260000.0,,,4.0,,,,8830,250.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2000.0
120.0,242000.0,just renovated,2.0,4.0,installed,,,9300,110.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2016.6666666666667
385.0,649000.0,as new,4.0,4.0,,,,6250,2400.0,1,90,True,house,villa,0,0,Hainaut,Wallonia_zone,2,1685.7142857142858
230.0,595000.0,,,4.0,,,,1457,1422.0,1,60,,house,house,1,435,Walloon Brabant,Wallonia_zone,2,2586.9565217391305
300.0,545000.0,good,2.0,4.0,installed,,,2600,200.0,1,8,,house,mixed,1,40,Antwerp,Flanders_zone,3,1816.6666666666667
196.0,70000.0,,2.0,3.0,installed,,,8870,115.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,357.14285714285717
125.0,415000.0,as new,,2.0,hyper equipped,,,3150,1235.0,0,0,,house,country,1,1200,Flemish Brabant,Flanders_zone,3,3320.0
163.0,339000.0,,,2.0,,,,8211,275.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2079.754601226994
705.0,298000.0,just renovated,4.0,3.0,,,,8600,705.0,1,5,,house,house,1,500,West Flanders,Flanders_zone,3,422.6950354609929
157.0,279000.0,,4.0,3.0,installed,,,8480,491.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1777.0700636942674
117.0,200000.0,just renovated,,1.0,,,,8860,130.0,0,0,,house,mixed,0,0,West Flanders,Flanders_zone,3,1709.4017094017095
150.0,399000.0,to be done up,3.0,4.0,,,,9820,300.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2660.0
151.0,159000.0,as new,2.0,3.0,installed,,,6180,130.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1052.9801324503312
126.0,115000.0,,2.0,1.0,semi equipped,,,5600,40.0,0,0,,house,house,0,0,Namur,Wallonia_zone,2,912.6984126984127
141.0,325000.0,good,4.0,3.0,,,,8211,663.0,0,0,,house,bungalow,0,0,West Flanders,Flanders_zone,3,2304.9645390070923
225.0,455000.0,just renovated,,4.0,installed,,1.0,1082,182.0,0,0,,house,house,1,120,Brussel-Capital,Brussels_zone,1,2022.2222222222222
144.0,384225.0,as new,,3.0,,,,3370,198.0,1,15,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2668.2291666666665
165.0,255000.0,as new,,3.0,,,,6740,144.0,1,22,,house,house,1,50,Luxembourg,Wallonia_zone,2,1545.4545454545455
210.0,625000.0,good,4.0,4.0,installed,,1.0,1410,941.0,0,0,,house,villa,0,0,Walloon Brabant,Wallonia_zone,2,2976.190476190476
424.0,1190000.0,,,3.0,,,,8300,203.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2806.603773584906
110.0,149000.0,to be done up,2.0,3.0,semi equipped,,,4420,179.0,0,0,,house,house,1,15,Liege,Wallonia_zone,2,1354.5454545454545
150.0,285000.0,just renovated,2.0,3.0,installed,yes,,9100,130.0,1,25,,house,house,1,50,East Flanders,Flanders_zone,3,1900.0
162.0,189000.0,good,2.0,2.0,installed,,,9600,170.0,1,10,,house,house,1,50,East Flanders,Flanders_zone,3,1166.6666666666667
185.0,330000.0,to be done up,2.0,2.0,semi equipped,,,1861,141.0,0,0,,house,mixed,0,0,Flemish Brabant,Flanders_zone,3,1783.7837837837837
128.0,122000.0,to renovate,2.0,3.0,,,,2300,229.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,953.125
400.0,1999000.0,as new,4.0,5.0,installed,,,8500,4608.0,0,0,,house,mansion,0,0,West Flanders,Flanders_zone,3,4997.5
154.0,349000.0,,4.0,2.0,hyper equipped,,,9200,721.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2266.2337662337663
150.0,385000.0,good,4.0,3.0,semi equipped,,,2830,598.0,1,30,,house,house,1,280,Antwerp,Flanders_zone,3,2566.6666666666665
167.0,319000.0,to be done up,2.0,5.0,installed,,,9032,324.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1910.179640718563
80.0,110000.0,good,2.0,2.0,not installed,,,7340,189.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1375.0
216.0,349000.0,as new,4.0,3.0,usa hyper equipped,,,1370,340.0,0,0,,house,house,1,189,Walloon Brabant,Wallonia_zone,2,1615.7407407407406
288.0,499000.0,as new,,6.0,hyper equipped,,,2840,205.0,1,52,,house,house,0,0,Antwerp,Flanders_zone,3,1732.638888888889
238.0,1195000.0,,,4.0,hyper equipped,,,8300,709.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,5021.008403361345
377.0,499000.0,,2.0,7.0,installed,,,7060,409.0,1,60,,house,house,1,300,Hainaut,Wallonia_zone,2,1323.6074270557028
137.0,50000.0,,2.0,3.0,installed,,,3545,620.0,0,0,,house,house,0,0,Limburg,Flanders_zone,3,364.963503649635
236.0,830000.0,good,2.0,4.0,hyper equipped,,,1030,124.0,1,10,,house,house,1,53,Brussel-Capital,Brussels_zone,1,3516.9491525423728
203.0,110000.0,to restore,3.0,4.0,semi equipped,,,7380,131.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,541.871921182266
205.0,440000.0,,4.0,3.0,,,,4550,1090.0,1,30,,house,house,0,0,Liege,Wallonia_zone,2,2146.3414634146343
110.0,249000.0,good,2.0,3.0,installed,,,9000,60.0,1,10,,house,house,1,10,East Flanders,Flanders_zone,3,2263.6363636363635
187.0,995000.0,as new,,3.0,,,,8420,812.0,0,0,,house,villa,0,0,West Flanders,Flanders_zone,3,5320.855614973262
395.0,550000.0,,3.0,5.0,installed,,,7940,1522.0,1,50,,house,mansion,1,1000,Hainaut,Wallonia_zone,2,1392.4050632911392
100.0,239000.0,good,2.0,3.0,usa semi equipped,,,9000,70.0,0,0,,house,house,1,11,East Flanders,Flanders_zone,3,2390.0
115.0,209000.0,good,2.0,3.0,hyper equipped,,,9308,145.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1817.391304347826
150.0,264500.0,,,4.0,hyper equipped,,,8930,212.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1763.3333333333333
