area,price,building_status,number_facades,number_bedrooms,kitchen_equipped,furnished,open_fire,zip_code,land_surface,terrace,terrace_surface,swimming_pool,property_type,subtype_property,garden,garden_surface,province,Zone,zone_num,price_per_m2
452.0,890000.0,to be done up,,5.0,installed,,,9250,1792.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1969.0265486725664
900.0,1650000.0,,4.0,6.0,installed,,,1400,3300.0,0,0,True,house,house,0,0,Walloon Brabant,Wallonia_zone,2,1833.3333333333333
156.0,135000.0,to renovate,3.0,3.0,not installed,,,7822,740.0,0,0,,house,house,1,700,Hainaut,Wallonia_zone,2,865.3846153846154
376.0,630000.0,as new,,4.0,hyper equipped,,1.0,8890,938.0,0,0,,house,villa,0,0,West Flanders,Flanders_zone,3,1675.531914893617
215.0,445000.0,as new,2.0,4.0,installed,,,9050,257.0,1,45,,house,house,1,1,East Flanders,Flanders_zone,3,2069.767441860465
70.0,69500.0,to renovate,3.0,2.0,semi equipped,,,7340,300.0,0,0,,house,house,1,250,Hainaut,Wallonia_zone,2,992.8571428571429
116.0,85000.0,to renovate,2.0,4.0,,,,7370,112.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,732.7586206896551
55.0,150000.0,good,4.0,1.0,installed,,,1390,325.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,2727.2727272727275
230.0,460800.0,,2.0,3.0,,,,2812,97.0,0,0,,house,house,1,21,Antwerp,Flanders_zone,3,2003.4782608695652
171.0,280000.0,to be done up,,4.0,,,,1080,100.0,0,0,,house,house,0,0,Brussel-Capital,Brussels_zone,1,1637.4269005847952
474.0,646000.0,,4.0,4.0,not installed,,,1300,1374.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,1362.8691983122362
125.0,340000.0,as new,4.0,3.0,usa installed,,,5340,625.0,1,80,,house,house,1,500,Namur,Wallonia_zone,2,2720.0
90.0,115000.0,to be done up,4.0,2.0,installed,,,6182,620.0,1,15,,house,house,1,550,Hainaut,Wallonia_zone,2,1277.7777777777778
498.0,1199000.0,good,4.0,6.0,installed,,,1861,5662.0,1,100,,house,house,1,3800,Flemish Brabant,Flanders_zone,3,2407.6305220883532
217.0,165000.0,,2.0,3.0,,,,2400,235.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,760.36866359447
145.0,331700.0,,3.0,3.0,installed,,,9120,170.0,1,18,,house,house,0,0,East Flanders,Flanders_zone,3,2287.5862068965516
170.0,425000.0,good,,3.0,installed,,,1400,895.0,1,18,,house,villa,0,0,Walloon Brabant,Wallonia_zone,2,2500.0
180.0,126000.0,to be done up,3.0,4.0,installed,,1.0,4000,450.0,0,0,,house,bungalow,0,0,Liege,Wallonia_zone,2,700.0
180.0,229000.0,good,3.0,3.0,,,,8500,185.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1272.2222222222222
174.0,322800.0,,4.0,4.0,installed,,,5590,861.0,0,0,,house,villa,0,0,Namur,Wallonia_zone,2,1855.1724137931035
145.0,385000.0,,3.0,5.0,usa hyper equipped,,,2800,204.0,1,44,,house,house,1,103,Antwerp,Flanders_zone,3,2655.1724137931033
114.0,210000.0,as new,4.0,2.0,installed,,,4500,483.0,0,0,,house,house,1,413,Liege,Wallonia_zone,2,1842.1052631578948
668.0,2750000.0,as new,2.0,6.0,hyper equipped,,,1050,690.0,1,30,,house,exceptiona,1,500,Brussel-Capital,Brussels_zone,1,4116.766467065869
480.0,5950000.0,as new,4.0,6.0,installed,,,1150,3252.0,1,100,True,house,villa,1,3008,Brussel-Capital,Brussels_zone,1,12395.833333333334
130.0,345000.0,to be done up,4.0,3.0,hyper equipped,,1.0,7070,1440.0,0,0,,house,villa,0,0,Hainaut,Wallonia_zone,2,2653.846153846154
150.0,295000.0,,3.0,3.0,semi equipped,,,6900,400.0,0,0,,house,apartment,0,0,Luxembourg,Wallonia_zone,2,1966.6666666666667
180.0,270000.0,good,4.0,3.0,hyper equipped,,,5070,350.0,1,54,,house,house,0,0,Namur,Wallonia_zone,2,1500.0
135.0,425000.0,good,2.0,2.0,installed,,1.0,1180,228.0,1,10,,house,town,1,150,Brussel-Capital,Brussels_zone,1,3148.1481481481483
98.0,279000.0,to renovate,4.0,3.0,,,,8020,956.0,0,0,,house,house,1,450,West Flanders,Flanders_zone,3,2846.938775510204
260.0,775000.0,,4.0,3.0,,,,9990,1485.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2980.769230769231
220.0,575000.0,to renovate,4.0,4.0,installed,,,1332,1328.0,1,25,,house,house,1,900,Walloon Brabant,Wallonia_zone,2,2613.6363636363635
235.0,339000.0,as new,4.0,4.0,installed,,,4460,550.0,0,0,,house,house,0,0,Liege,Wallonia_zone,2,1442.5531914893618
227.0,555000.0,as new,2.0,4.0,hyper equipped,,,8301,416.0,1,19,,house,house,0,0,West Flanders,Flanders_zone,3,2444.9339207048456
149.0,419000.0,as new,2.0,3.0,installed,,,9050,69.0,1,7,,house,house,1,20,East Flanders,Flanders_zone,3,2812.0805369127515
94.0,190000.0,good,2.0,2.0,installed,,,9900,114.0,1,10,,house,house,0,0,East Flanders,Flanders_zone,3,2021.276595744681
274.0,535000.0,good,4.0,3.0,installed,,,3500,1619.0,1,50,,house,villa,1,1446,Limburg,Flanders_zone,3,1952.5547445255474
250.0,645000.0,,3.0,6.0,installed,,,1640,716.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2580.0
68.0,295000.0,,3.0,1.0,semi equipped,,,2861,754.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,4338.235294117647
180.0,315000.0,to renovate,4.0,4.0,,,,6700,245.0,0,0,,house,house,1,100,Luxembourg,Wallonia_zone,2,1750.0
144.0,249000.0,good,3.0,3.0,semi equipped,,,7830,638.0,1,24,,house,house,0,0,Hainaut,Wallonia_zone,2,1729.1666666666667
162.0,374900.0,,4.0,3.0,installed,,,3290,7.0,1,25,,house,villa,1,230,Flemish Brabant,Flanders_zone,3,2314.1975308641977
450.0,2100000.0,as new,4.0,7.0,installed,,,1380,5870.0,1,450,True,house,exceptiona,1,5619,Walloon Brabant,Wallonia_zone,2,4666.666666666667
185.0,480000.0,,,3.0,installed,,,2820,339.0,0,0,,house,house,1,160,Antwerp,Flanders_zone,3,2594.5945945945946
240.0,309000.0,to be done up,,4.0,semi equipped,,,5310,1474.0,0,0,,house,house,1,1026,Namur,Wallonia_zone,2,1287.5
137.0,193000.0,to be done up,,3.0,installed,,,8800,209.0,0,0,,house,house,1,1,West Flanders,Flanders_zone,3,1408.7591240875913
125.0,95000.0,to be done up,2.0,2.0,not installed,,,7080,125.0,1,25,,house,house,1,25,Hainaut,Wallonia_zone,2,760.0
200.0,995000.0,as new,,4.0,,,,1410,1030.0,0,0,,house,villa,0,0,Walloon Brabant,Wallonia_zone,2,4975.0
103.0,125000.0,,2.0,2.0,semi equipped,,,5560,177.0,0,0,,house,house,0,0,Namur,Wallonia_zone,2,1213.5922330097087
136.0,314000.0,good,2.0,3.0,usa installed,,,9050,141.0,1,14,,house,house,1,80,East Flanders,Flanders_zone,3,2308.823529411765
115.0,140000.0,to renovate,3.0,3.0,not installed,,,4480,398.0,0,0,,house,apartment,1,40,Liege,Wallonia_zone,2,1217.391304347826
502.0,275000.0,to be done up,,3.0,semi equipped,,,7700,373.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,547.808764940239
205.0,475000.0,as new,,5.0,installed,,,1420,250.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,2317.0731707317073
210.0,624000.0,good,,6.0,,,,1750,8000.0,0,0,,house,villa,0,0,Flemish Brabant,Flanders_zone,3,2971.4285714285716
155.0,300700.0,,,4.0,,,,8470,179.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1940.0
105.0,205000.0,as new,2.0,3.0,installed,,,4610,175.0,1,15,,house,town,1,77,Liege,Wallonia_zone,2,1952.3809523809523
97.0,191100.0,good,2.0,2.0,semi equipped,,,8710,97.0,1,7,,house,house,0,0,West Flanders,Flanders_zone,3,1970.1030927835052
129.0,237500.0,,3.0,3.0,not installed,,,4500,65.0,1,15,,house,house,1,50,Liege,Wallonia_zone,2,1841.0852713178294
120.0,229500.0,good,3.0,3.0,installed,,,4570,844.0,1,80,,house,house,1,450,Liege,Wallonia_zone,2,1912.5
160.0,495000.0,,2.0,2.0,,,,2018,44.0,0,0,,house,mansion,0,0,Antwerp,Flanders_zone,3,3093.75
180.0,269000.0,good,,4.0,hyper equipped,,,8370,207.0,0,0,,house,house,1,105,West Flanders,Flanders_zone,3,1494.4444444444443
216.0,210000.0,to be done up,2.0,4.0,hyper equipped,,,9402,109.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,972.2222222222222
210.0,358150.0,,3.0,3.0,,,,9300,242.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1705.4761904761904
133.0,316000.0,as new,,2.0,installed,,,2050,133.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,2375.93984962406
154.0,274500.0,good,3.0,3.0,installed,,,8480,290.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1782.4675324675325
220.0,275000.0,just renovated,2.0,3.0,hyper equipped,,1.0,4540,265.0,1,30,,house,apartment,1,70,Liege,Wallonia_zone,2,1250.0
250.0,590000.0,,3.0,3.0,hyper equipped,,,1932,340.0,0,0,,house,house,1,240,Flemish Brabant,Flanders_zone,3,2360.0
281.0,440000.0,good,2.0,6.0,installed,,,6717,235.0,0,0,,house,apartment,0,0,Luxembourg,Wallonia_zone,2,1565.8362989323844
250.0,569000.0,,3.0,4.0,hyper equipped,,,2627,750.0,1,50,,house,house,0,0,Antwerp,Flanders_zone,3,2276.0
103.0,245000.0,,3.0,3.0,,,,9600,329.0,1,20,,house,house,0,0,East Flanders,Flanders_zone,3,2378.640776699029
370.0,299000.0,,4.0,2.0,installed,,,7040,1344.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,808.1081081081081
356.0,1875000.0,good,3.0,8.0,,,,8300,305.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,5266.853932584269
125.0,299000.0,good,2.0,2.0,semi equipped,,,6230,275.0,0,0,,house,mixed,0,0,Hainaut,Wallonia_zone,2,2392.0
195.0,315000.0,,3.0,5.0,installed,,,6181,850.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1615.3846153846155
160.0,475000.0,good,4.0,3.0,installed,,1.0,7700,1490.0,1,40,,house,villa,1,1340,Hainaut,Wallonia_zone,2,2968.75
185.0,419000.0,,,3.0,,,,2880,322.0,0,0,,house,house,1,239,Antwerp,Flanders_zone,3,2264.864864864865
170.0,355000.0,good,3.0,4.0,,,,9550,335.0,1,2,,house,house,0,0,East Flanders,Flanders_zone,3,2088.235294117647
444.0,4050000.0,as new,4.0,5.0,,,,8300,1450.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,9121.621621621622
400.0,499000.0,good,,5.0,installed,,,3300,485.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,1247.5
190.0,325000.0,,2.0,2.0,usa installed,,,2830,142.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,1710.5263157894738
165.0,239000.0,just renovated,,3.0,,,,7750,535.0,0,0,,house,house,1,535,Hainaut,Wallonia_zone,2,1448.4848484848485
123.0,299000.0,good,2.0,2.0,hyper equipped,,,1800,170.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2430.8943089430895
140.0,179000.0,good,2.0,2.0,installed,,,4400,210.0,1,20,,house,apartment,0,0,Liege,Wallonia_zone,2,1278.5714285714287
135.0,160000.0,to be done up,2.0,3.0,semi equipped,,,9600,170.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1185.1851851851852
160.0,189000.0,just renovated,2.0,3.0,semi equipped,,,4460,225.0,1,25,,house,house,1,115,Liege,Wallonia_zone,2,1181.25
147.0,90000.0,to renovate,2.0,2.0,not installed,,,7370,250.0,1,5,,house,house,1,250,Hainaut,Wallonia_zone,2,612.2448979591836
166.0,310000.0,,3.0,3.0,installed,,,3890,432.0,1,9,,house,house,1,180,Limburg,Flanders_zone,3,1867.4698795180723
142.0,395000.0,good,2.0,3.0,installed,,,8200,168.0,0,0,,house,house,1,68,West Flanders,Flanders_zone,3,2781.6901408450703
105.0,325000.0,,4.0,3.0,semi equipped,,1.0,9620,774.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,3095.2380952380954
136.0,205000.0,good,,3.0,hyper equipped,,,8420,161.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1507.3529411764705
230.0,225000.0,to be done up,3.0,6.0,installed,,,7011,65.0,0,0,,house,mansion,1,65,Hainaut,Wallonia_zone,2,978.2608695652174
167.0,368000.0,,,2.0,,,,1742,1071.0,0,0,,house,villa,0,0,Flemish Brabant,Flanders_zone,3,2203.5928143712576
123.0,230000.0,good,,2.0,semi equipped,,,2660,100.0,0,0,,house,house,1,29,Antwerp,Flanders_zone,3,1869.918699186992
63.0,124000.0,,2.0,4.0,installed,,,2900,120.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,1968.2539682539682
450.0,4950000.0,as new,3.0,5.0,hyper equipped,,,1000,251.0,0,0,True,house,mansion,0,0,Brussel-Capital,Brussels_zone,1,11000.0
142.0,285000.0,,2.0,4.0,,,,8310,140.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2007.0422535211267
198.0,495000.0,,3.0,4.0,installed,,,9850,357.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2500.0
125.0,225000.0,good,2.0,3.0,,,,9900,70.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1800.0
262.0,279000.0,as new,,3.0,installed,,,9300,210.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1064.8854961832062
95.0,159000.0,to renovate,3.0,2.0,,,,4100,745.0,0,0,,house,house,1,690,Liege,Wallonia_zone,2,1673.6842105263158
406.0,480000.0,as new,,5.0,,,,8860,812.0,0,0,,house,mixed,0,0,West Flanders,Flanders_zone,3,1182.2660098522167
105.0,299000.0,good,4.0,2.0,,,,4610,640.0,1,22,,house,bungalow,1,270,Liege,Wallonia_zone,2,2847.6190476190477
153.0,420000.0,good,3.0,3.0,installed,,,1950,321.0,1,20,,house,house,1,270,Flemish Brabant,Flanders_zone,3,2745.098039215686
650.0,3900000.0,good,4.0,5.0,installed,,,1180,10000.0,0,0,,house,villa,0,0,Brussel-Capital,Brussels_zone,1,6000.0
420.0,1990000.0,as new,2.0,6.0,hyper equipped,,,1040,180.0,1,15,,house,apartment,0,0,Brussel-Capital,Brussels_zone,1,4738.0952380952385
161.0,160000.0,to be done up,2.0,3.0,installed,,,8530,110.0,0,0,,house,house,1,9,West Flanders,Flanders_zone,3,993.7888198757764
313.0,545000.0,,2.0,4.0,,,,4000,260.0,1,16,,house,house,0,0,Liege,Wallonia_zone,2,1741.2140575079873
227.0,140000.0,good,3.0,3.0,installed,,,6060,143.0,1,20,,house,house,1,50,Hainaut,Wallonia_zone,2,616.7400881057268
168.0,340000.0,good,2.0,3.0,installed,,,6700,180.0,0,0,,house,house,0,0,Luxembourg,Wallonia_zone,2,2023.8095238095239
138.0,262000.0,,,4.0,,,,8830,227.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1898.5507246376812
120.0,95000.0,good,2.0,3.0,semi equipped,,,7860,50.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,791.6666666666666
358.0,445000.0,to renovate,2.0,6.0,not installed,,,4000,929.0,1,50,,house,mansion,1,740,Liege,Wallonia_zone,2,1243.0167597765362
210.0,169000.0,,4.0,3.0,installed,,,8650,735.0,0,0,,house,house,1,735,West Flanders,Flanders_zone,3,804.7619047619048
150.0,200000.0,to renovate,3.0,3.0,hyper equipped,,,6210,238.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1333.3333333333333
150.0,315000.0,as new,3.0,3.0,,,,1480,1315.0,1,25,,house,villa,1,1215,Walloon Brabant,Wallonia_zone,2,2100.0
605.0,1310000.0,to be done up,4.0,5.0,usa hyper equipped,,,2930,2575.0,1,40,,house,villa,1,2575,Antwerp,Flanders_zone,3,2165.289256198347
76.0,250000.0,good,4.0,1.0,installed,,1.0,5580,6172.0,0,0,True,house,house,0,0,Namur,Wallonia_zone,2,3289.4736842105262
146.0,448000.0,as new,,2.0,hyper equipped,,,8000,112.0,1,47,,house,house,0,0,West Flanders,Flanders_zone,3,3068.4931506849316
141.0,365000.0,as new,4.0,3.0,,,,5081,1347.0,0,0,,house,house,0,0,Namur,Wallonia_zone,2,2588.6524822695037
126.0,311000.0,,2.0,3.0,installed,,,8500,193.0,0,0,,house,house,1,122,West Flanders,Flanders_zone,3,2468.253968253968
208.0,209000.0,to renovate,3.0,5.0,semi equipped,,,4920,209.0,1,117,,house,mixed,0,0,Liege,Wallonia_zone,2,1004.8076923076923
125.0,159000.0,,2.0,4.0,semi equipped,,,4040,147.0,1,15,,house,house,1,50,Liege,Wallonia_zone,2,1272.0
114.0,259000.0,as new,2.0,3.0,installed,,,9000,70.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2271.9298245614036
94.0,294000.0,just renovated,,2.0,usa installed,,,9030,60.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,3127.659574468085
162.0,374900.0,,4.0,3.0,installed,,,3290,700.0,1,25,,house,villa,1,230,Flemish Brabant,Flanders_zone,3,2314.1975308641977
175.0,380300.0,,3.0,3.0,,,,8500,332.0,0,0,,house,villa,0,0,West Flanders,Flanders_zone,3,2173.1428571428573
182.0,409000.0,as new,3.0,3.0,hyper equipped,,,9900,275.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2247.252747252747
450.0,1295000.0,to renovate,2.0,5.0,not installed,,,1190,245.0,1,20,,house,house,1,100,Brussel-Capital,Brussels_zone,1,2877.777777777778
160.0,550000.0,,4.0,3.0,usa hyper equipped,,,1540,8210.0,0,0,,house,villa,0,0,Flemish Brabant,Flanders_zone,3,3437.5
250.0,415000.0,as new,4.0,4.0,hyper equipped,,,6600,1350.0,0,0,,house,house,0,0,Luxembourg,Wallonia_zone,2,1660.0
190.0,195000.0,good,2.0,4.0,installed,,,6183,400.0,1,28,,house,house,0,0,Hainaut,Wallonia_zone,2,1026.3157894736842
151.0,160000.0,good,2.0,4.0,semi equipped,,,7012,170.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1059.6026490066224
160.0,179500.0,to renovate,3.0,3.0,semi equipped,,,9500,422.0,1,12,,house,house,1,200,East Flanders,Flanders_zone,3,1121.875
140.0,98000.0,to be done up,2.0,2.0,usa semi equipped,,,9500,60.0,1,10,,house,house,0,0,East Flanders,Flanders_zone,3,700.0
190.0,325000.0,as new,3.0,3.0,hyper equipped,,,3980,457.0,0,0,,house,house,0,0,Limburg,Flanders_zone,3,1710.5263157894738
165.0,340000.0,,,3.0,,,,1570,535.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2060.6060606060605
194.0,299000.0,as new,2.0,4.0,installed,,,5100,327.0,0,0,,house,house,1,35,Namur,Wallonia_zone,2,1541.2371134020618
258.0,415000.0,,2.0,4.0,hyper equipped,,,2950,257.0,1,27,,house,house,0,0,Antwerp,Flanders_zone,3,1608.5271317829458
170.0,595000.0,as new,4.0,5.0,hyper equipped,,1.0,6900,2700.0,0,0,,house,villa,0,0,Luxembourg,Wallonia_zone,2,3500.0
200.0,995000.0,good,4.0,4.0,usa installed,,,1410,1500.0,1,14,True,house,house,1,1200,Walloon Brabant,Wallonia_zone,2,4975.0
217.0,749000.0,,3.0,4.0,installed,,,1080,1188.0,0,0,,house,house,1,520,Brussel-Capital,Brussels_zone,1,3451.6129032258063
60.0,650000.0,to renovate,4.0,1.0,semi equipped,,,1785,2461.0,0,0,True,house,mixed,0,0,Flemish Brabant,Flanders_zone,3,10833.333333333334
240.0,300000.0,to be done up,4.0,4.0,installed,,1.0,5580,1746.0,1,15,,house,house,1,1600,Namur,Wallonia_zone,2,1250.0
182.0,350000.0,as new,3.0,4.0,,,,8700,302.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1923.076923076923
108.0,250000.0,,,3.0,,,,8550,223.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2314.814814814815
236.0,430000.0,as new,,3.0,,,,8800,276.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1822.0338983050847
160.0,320000.0,good,,3.0,semi equipped,,,3360,940.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2000.0
142.0,329990.0,as new,3.0,3.0,hyper equipped,,,7750,751.0,1,15,,house,villa,1,450,Hainaut,Wallonia_zone,2,2323.8732394366198
125.0,280000.0,as new,3.0,2.0,installed,,,4458,189.0,1,36,,house,house,1,123,Liege,Wallonia_zone,2,2240.0
250.0,290000.0,,4.0,3.0,,,,9660,5699.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1160.0
162.0,387500.0,as new,3.0,3.0,hyper equipped,,,2870,470.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,2391.9753086419755
120.0,259000.0,good,4.0,3.0,installed,,,2381,510.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,2158.3333333333335
212.0,160000.0,to be done up,2.0,4.0,semi equipped,,,7130,120.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,754.7169811320755
221.0,375000.0,,4.0,4.0,installed,,,9690,628.0,0,0,,house,villa,0,0,East Flanders,Flanders_zone,3,1696.8325791855204
115.0,249900.0,good,4.0,4.0,hyper equipped,,,6533,1217.0,0,0,,house,villa,1,1000,Hainaut,Wallonia_zone,2,2173.0434782608695
90.0,210000.0,to be done up,4.0,3.0,installed,,1.0,1331,633.0,0,0,,house,house,1,633,Walloon Brabant,Wallonia_zone,2,2333.3333333333335
171.0,130000.0,,2.0,3.0,,,,2360,145.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,760.233918128655
260.0,319000.0,to be done up,,5.0,semi equipped,,,4500,843.0,0,0,,house,house,1,420,Liege,Wallonia_zone,2,1226.923076923077
150.0,255500.0,good,,4.0,installed,,,8552,104.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1703.3333333333333
202.0,249000.0,,2.0,3.0,hyper equipped,,,4690,241.0,1,36,,house,house,1,80,Liege,Wallonia_zone,2,1232.6732673267327
116.0,235000.0,as new,2.0,2.0,installed,,,9230,871.0,1,5,,house,town,0,0,East Flanders,Flanders_zone,3,2025.8620689655172
300.0,520000.0,,,4.0,installed,,,7500,700.0,0,0,,house,mansion,0,0,Hainaut,Wallonia_zone,2,1733.3333333333333
460.0,695000.0,to be done up,2.0,,semi equipped,,,1020,223.0,0,0,,house,apartment,0,0,Brussel-Capital,Brussels_zone,1,1510.8695652173913
86.0,145000.0,good,2.0,2.0,installed,,,3404,50.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,1686.046511627907
223.0,497000.0,as new,3.0,4.0,hyper equipped,,,2800,730.0,1,45,,house,house,1,500,Antwerp,Flanders_zone,3,2228.6995515695066
180.0,530000.0,good,3.0,3.0,hyper equipped,,1.0,1330,140.0,1,30,,house,house,1,70,Walloon Brabant,Wallonia_zone,2,2944.4444444444443
657.0,3850000.0,as new,4.0,6.0,hyper equipped,yes,,8300,6000.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,5859.969558599696
227.0,329000.0,to renovate,2.0,3.0,,,,9940,232.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1449.339207048458
162.0,217000.0,,,2.0,,,,8610,180.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1339.5061728395062
312.0,598000.0,to be done up,4.0,3.0,,,,3090,577.0,0,0,,house,villa,0,0,Flemish Brabant,Flanders_zone,3,1916.6666666666667
158.0,320000.0,as new,,4.0,hyper equipped,,,5380,296.0,0,0,,house,villa,0,0,Namur,Wallonia_zone,2,2025.3164556962026
152.0,279990.0,as new,,3.0,,,,8755,211.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1842.0394736842106
130.0,310000.0,,3.0,3.0,hyper equipped,,,8400,163.0,1,15,,house,villa,0,0,West Flanders,Flanders_zone,3,2384.6153846153848
150.0,448000.0,to renovate,4.0,3.0,semi equipped,,,3040,5750.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2986.6666666666665
138.0,170000.0,to renovate,2.0,3.0,installed,,,9300,100.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1231.8840579710145
145.0,374000.0,as new,2.0,3.0,installed,,,1790,230.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2579.310344827586
150.0,25000.0,,2.0,4.0,installed,,,4920,105.0,0,0,,house,house,0,0,Liege,Wallonia_zone,2,166.66666666666666
506.0,1150000.0,as new,4.0,4.0,installed,,,6840,1071.0,1,145,,house,mixed,1,435,Luxembourg,Wallonia_zone,2,2272.7272727272725
116.0,157000.0,to be done up,3.0,3.0,semi equipped,,,4000,103.0,1,55,,house,apartment,0,0,Liege,Wallonia_zone,2,1353.448275862069
161.0,149000.0,good,3.0,3.0,installed,,,4500,165.0,1,15,,house,house,1,80,Liege,Wallonia_zone,2,925.4658385093168
240.0,527500.0,good,4.0,3.0,semi equipped,,,1742,2957.0,0,0,,house,house,1,2220,Flemish Brabant,Flanders_zone,3,2197.9166666666665
466.0,440000.0,,3.0,8.0,,,,4500,761.0,0,0,,house,exceptiona,1,591,Liege,Wallonia_zone,2,944.206008583691
115.0,369983.0,good,4.0,3.0,installed,,,3370,418.0,0,0,,house,villa,1,329,Flemish Brabant,Flanders_zone,3,3217.24347826087
542.0,2990000.0,,4.0,4.0,hyper equipped,,,1180,2084.0,1,60,True,house,exceptiona,1,2000,Brussel-Capital,Brussels_zone,1,5516.6051660516605
129.0,348300.0,,,3.0,installed,,,9810,100.0,1,33,,house,house,0,0,East Flanders,Flanders_zone,3,2700.0
95.0,97000.0,to renovate,2.0,3.0,semi equipped,,,4101,1.0,0,0,,house,house,1,40,Liege,Wallonia_zone,2,1021.0526315789474
170.0,435000.0,good,2.0,4.0,hyper equipped,,,1420,280.0,1,25,,house,house,1,200,Walloon Brabant,Wallonia_zone,2,2558.823529411765
150.0,80000.0,good,2.0,3.0,not installed,,,7321,221.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,533.3333333333334
115.0,205000.0,to renovate,,3.0,,,,2800,55.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,1782.608695652174
215.0,675000.0,as new,2.0,4.0,usa hyper equipped,,,1140,182.0,1,15,,house,exceptiona,1,80,Brussel-Capital,Brussels_zone,1,3139.5348837209303
235.0,1150000.0,good,4.0,4.0,hyper equipped,,1.0,1640,1161.0,1,20,,house,villa,1,900,Flemish Brabant,Flanders_zone,3,4893.617021276596
728.0,238000.0,good,4.0,6.0,,,,4750,230.0,0,0,,house,house,1,230,Liege,Wallonia_zone,2,326.9230769230769
103.0,215000.0,to be done up,,2.0,semi equipped,,,8830,850.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2087.378640776699
410.0,440000.0,to be done up,,5.0,semi equipped,,,9940,548.0,1,40,,house,house,1,284,East Flanders,Flanders_zone,3,1073.1707317073171
102.0,215000.0,as new,2.0,2.0,hyper equipped,,,9320,323.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2107.843137254902
118.0,265000.0,as new,3.0,3.0,semi equipped,,,9900,183.0,0,0,,house,house,1,1,East Flanders,Flanders_zone,3,2245.762711864407
243.0,649000.0,as new,3.0,4.0,,,,1410,511.0,1,18,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,2670.7818930041153
