,ID,area,price,building_status,number_facades,number_bedrooms,kitchen_equipped,furnished,open_fire,zip_code,land_surfaces,terrace,terrace_surface,swimming_pool,property_type,subtype_property,garden,garden_surface
1923,2167,350.0,149999.0,to be done up,3.0,4.0,not installed,no,,6183,150.0,0,0,,house,mansion,0,0
1926,2170,130.0,175000.0,good,2.0,3.0,installed,no,,4400,175.0,1,10,,house,house,0,0
1927,2171,413.0,1385000.0,as new,4.0,4.0,hyper equipped,no,1.0,2610,1443.0,0,0,,house,villa,1,900
1929,2173,205.0,385000.0,,2.0,3.0,installed,no,,9190,260.0,0,0,,house,house,0,0
1930,2174,590.0,1050000.0,good,3.0,16.0,installed,no,,4020,178.0,0,0,,house,apartment,0,0
1931,2175,100.0,295000.0,to be done up,4.0,3.0,installed,no,,1390,1367.0,1,25,,house,house,0,0
1932,2176,181.0,219000.0,good,4.0,3.0,installed,no,,6900,500.0,1,60,,house,house,1,500
1933,2177,230.0,230000.0,good,4.0,2.0,semi equipped,no,,7971,400.0,0,0,,house,house,0,0
1934,2178,236.0,318000.0,,4.0,3.0,,,,5350,806.0,0,0,,house,house,0,0
1935,2179,202.0,300945.0,,3.0,3.0,,no,,8870,435.0,0,0,,house,house,0,0
1936,2180,110.0,130000.0,to be done up,3.0,2.0,semi equipped,yes,,6044,470.0,0,0,,house,house,1,300
1937,2182,170.0,495000.0,to be done up,4.0,4.0,installed,no,1.0,1420,1591.0,0,0,,house,villa,0,0
1938,2183,156.0,302500.0,good,2.0,3.0,installed,no,,9420,178.0,1,15,,house,house,0,0
1940,2186,193.0,479476.0,,,4.0,,,,9850,551.0,0,0,,house,house,0,0
1941,2187,196.0,154000.0,to renovate,3.0,4.0,usa semi equipped,no,,5540,830.0,0,0,,house,mixed,1,700
1942,2188,90.0,64000.0,to renovate,,2.0,,no,,7301,98.0,0,0,,house,house,0,0
1943,2189,183.0,295000.0,good,2.0,3.0,installed,no,,2280,254.0,0,0,,house,house,0,0
1944,2190,305.0,175000.0,,2.0,5.0,,,,2170,170.0,0,0,,house,house,0,0
1945,2191,568.0,828000.0,good,3.0,3.0,hyper equipped,no,1.0,8310,576.0,0,0,True,house,house,1,165
1946,2192,114.0,239000.0,as new,2.0,5.0,installed,no,,9230,206.0,0,0,,house,house,0,0
1947,2193,200.0,665000.0,good,4.0,4.0,installed,,1.0,1410,658.0,0,0,,house,villa,0,0
1949,2195,130.0,335000.0,good,2.0,2.0,installed,no,,1840,452.0,0,0,,house,house,0,0
1951,2198,209.0,425000.0,to renovate,4.0,6.0,installed,no,,6780,720.0,0,0,,house,house,0,0
1952,2199,270.0,550000.0,good,4.0,4.0,usa installed,no,,4052,1400.0,0,0,,house,villa,1,1200
1953,2200,300.0,695000.0,as new,4.0,5.0,installed,no,,7540,1200.0,0,0,,house,villa,1,1000
1954,2201,145.0,235000.0,as new,4.0,3.0,hyper equipped,no,,4470,368.0,0,0,,house,house,1,100
1955,2202,323.0,475000.0,just renovated,2.0,5.0,installed,no,,9200,192.0,0,0,,house,house,0,0
1956,2203,375.0,995000.0,,4.0,8.0,installed,no,,1470,2413.0,0,0,,house,exceptiona,0,0
1957,2204,69.0,165000.0,good,2.0,1.0,installed,no,,9600,111.0,0,0,,house,house,1,42
1958,2206,300.0,2075000.0,as new,4.0,4.0,usa hyper equipped,,1.0,1180,1080.0,0,0,True,house,villa,0,0
1960,2208,117.0,189000.0,to renovate,3.0,4.0,installed,,,4051,2816.0,1,28,,house,house,1,2768
1962,2211,223.0,375000.0,as new,4.0,3.0,hyper equipped,no,,5190,1100.0,1,60,,house,villa,1,925
1963,2213,400.0,1045000.0,as new,4.0,4.0,hyper equipped,,,1560,1400.0,0,0,,house,villa,1,1000
1964,2214,330.0,1090000.0,just renovated,2.0,4.0,,no,,1190,217.0,1,15,,house,house,1,100
1965,2215,270.0,600000.0,good,4.0,4.0,hyper equipped,no,1.0,1320,2345.0,1,17,,house,house,0,0
1966,2216,270.0,795000.0,good,4.0,4.0,hyper equipped,no,,1560,2240.0,0,0,,house,house,1,1420
1967,2217,143.0,135000.0,good,2.0,5.0,semi equipped,no,,5580,130.0,0,0,,house,house,1,130
1968,2218,112.0,262000.0,,,3.0,,,,8800,248.0,0,0,,house,house,0,0
1969,2219,204.0,135000.0,to renovate,3.0,5.0,semi equipped,no,,3770,305.0,0,0,,house,house,0,0
1970,2220,275.0,489000.0,good,,3.0,installed,no,,9890,1000.0,0,0,,house,villa,0,0
1971,2221,99.0,249000.0,good,4.0,1.0,,no,,2950,1161.0,1,30,,house,house,1,1161
1972,2222,159.0,278500.0,as new,3.0,3.0,installed,no,,7134,533.0,0,0,,house,villa,1,450
1973,2223,241.0,338000.0,to be done up,2.0,4.0,semi equipped,no,,9600,170.0,0,0,,house,mansion,0,0
1974,2224,167.0,348015.0,,2.0,3.0,,,,1790,227.0,0,0,,house,house,0,0
1975,2225,200.0,319000.0,good,3.0,3.0,installed,no,,9170,314.0,0,0,,house,house,0,0
1976,2226,126.0,320000.0,,,3.0,,,,9120,335.0,0,0,,house,house,0,0
1977,2227,141.0,399000.0,,,3.0,,no,,8570,215.0,1,74,,house,house,0,0
1978,2228,63.0,325000.0,as new,,2.0,hyper equipped,no,,8000,36.0,1,5,,house,house,0,0
1980,2230,204.0,365000.0,as new,2.0,3.0,usa installed,no,,2590,533.0,0,0,,house,house,1,385
1981,2231,159.0,379000.0,,,4.0,,no,,9052,194.0,1,34,,house,house,0,0
1985,2235,450.0,179000.0,to restore,3.0,,,no,,6040,171.0,0,0,,house,apartment,0,0
1986,2236,174.0,377909.0,as new,3.0,4.0,,,,8540,512.0,1,29,,house,house,1,356
1987,2237,410.0,300000.0,good,4.0,4.0,installed,no,,6600,600.0,0,0,,house,house,0,0
1988,2238,400.0,1999000.0,as new,4.0,5.0,installed,no,,8500,4608.0,0,0,,house,mansion,0,0
1990,2240,178.0,300000.0,as new,2.0,3.0,hyper equipped,,,7760,450.0,0,0,,house,house,0,0
1991,2241,400.0,790000.0,good,4.0,7.0,installed,no,,7522,1250.0,0,0,,house,farmhouse,0,0
1992,2242,294.0,580000.0,as new,2.0,4.0,usa hyper equipped,no,,6700,188.0,1,25,,house,house,1,100
1993,2243,191.0,375000.0,good,,4.0,installed,no,,1428,479.0,0,0,,house,villa,0,0
1994,2244,130.0,262000.0,,,4.0,,,,8830,225.0,0,0,,house,house,0,0
1995,2246,255.0,375000.0,as new,4.0,4.0,installed,no,,7332,1350.0,0,0,,house,villa,0,0
1996,2248,101.0,219000.0,good,2.0,2.0,installed,no,,9032,89.0,0,0,,house,house,0,0
1997,2249,214.0,85000.0,to renovate,2.0,3.0,not installed,no,,7600,220.0,0,0,,house,house,0,0
1998,2250,178.0,265000.0,as new,,4.0,installed,no,,9900,160.0,0,0,,house,house,0,0
1999,2252,280.0,649000.0,,,,,,,9280,570.0,0,0,,house,apartment,0,0
2000,2254,120.0,140000.0,good,2.0,3.0,installed,no,,4400,545.0,0,0,,house,house,1,465
2001,2255,240.0,225000.0,to renovate,3.0,4.0,installed,yes,,3300,143.0,0,0,,house,house,0,0
2002,2256,104.0,125000.0,good,2.0,2.0,semi equipped,no,,7350,320.0,0,0,,house,house,0,0
2003,2257,149.0,280000.0,,3.0,2.0,not installed,no,,6990,839.0,0,0,,house,house,0,0
2005,2259,161.0,310700.0,,,4.0,,,,8470,193.0,0,0,,house,house,0,0
2006,2260,70.0,179600.0,,3.0,2.0,hyper equipped,yes,,6440,100.0,1,20,,house,villa,0,0
2007,2261,181.0,475000.0,as new,4.0,3.0,installed,no,1.0,9200,915.0,0,0,,house,house,1,915
2008,2262,105.0,195000.0,just renovated,2.0,3.0,installed,no,,4520,163.0,1,50,,house,house,1,27
2009,2263,320.0,2100000.0,good,2.0,5.0,installed,,,1050,630.0,0,0,,house,mansion,0,0
2012,2268,69.0,110000.0,to renovate,2.0,2.0,not installed,no,,4170,144.0,1,17,,house,house,1,80
2013,2269,500.0,1495000.0,as new,4.0,7.0,,,1.0,1400,10550.0,1,200,True,house,villa,1,10200
2015,2271,220.0,205000.0,,3.0,4.0,installed,,1.0,7012,300.0,1,32,,house,mixed,1,147
2018,2274,247.0,585000.0,as new,3.0,4.0,usa installed,no,,1330,564.0,1,20,,house,house,1,564
2019,2275,145.0,179000.0,to be done up,3.0,3.0,,no,,8793,231.0,0,0,,house,house,0,0
2020,2276,244.0,245000.0,to renovate,2.0,5.0,installed,,,9310,290.0,0,0,,house,house,0,0
2022,2278,210.0,415000.0,good,3.0,4.0,installed,no,,1420,759.0,0,0,,house,house,0,0
2024,2280,105.0,175000.0,,3.0,3.0,not installed,no,,4690,337.0,0,0,,house,house,1,171
2025,2281,184.0,389000.0,,,4.0,,,,2590,289.0,0,0,,house,house,0,0
2026,2282,750.0,650000.0,,3.0,11.0,,,,3500,899.0,0,0,,house,mansion,0,0
2027,2283,210.0,595000.0,to be done up,4.0,2.0,,no,2.0,6900,10319.0,0,0,,house,house,0,0
2028,2284,115.0,175000.0,to be done up,2.0,2.0,semi equipped,no,,4500,127.0,0,0,,house,house,0,0
2029,2286,152.0,399000.0,to restore,2.0,,,no,,1070,215.0,0,0,,house,apartment,0,0
2031,2288,281.0,225000.0,to renovate,,4.0,installed,,,9500,172.0,0,0,,house,house,0,0
2032,2289,110.0,210000.0,to be done up,3.0,3.0,semi equipped,no,,4342,1400.0,1,15,,house,house,1,1200
2033,2290,200.0,430000.0,,,3.0,,no,,9790,1679.0,0,0,,house,house,0,0
2035,2292,507.0,135000.0,to renovate,3.0,7.0,not installed,,,6870,591.0,0,0,,house,house,1,388
2036,2293,144.0,330000.0,,3.0,3.0,,no,,8730,221.0,0,0,,house,house,0,0
2037,2294,154.0,449500.0,,3.0,3.0,installed,no,,9810,901.0,1,25,,house,exceptiona,0,0
2038,2295,252.0,475000.0,,,6.0,,no,,2100,247.0,0,0,,house,town,0,0
2039,2296,191.0,2999000.0,good,4.0,5.0,usa hyper equipped,,,8300,290.0,0,0,,house,house,0,0
2040,2297,340.0,655000.0,just renovated,4.0,5.0,usa hyper equipped,no,,4280,1300.0,0,0,True,house,exceptiona,0,0
2041,2298,151.0,190000.0,to be done up,2.0,3.0,installed,no,,4430,230.0,0,0,,house,house,1,100
2042,2299,218.0,488000.0,,,4.0,installed,,,8310,351.0,0,0,,house,house,0,0
2043,2300,136.0,280500.0,,3.0,3.0,,,,8530,348.0,0,0,,house,house,0,0
2044,2302,212.0,336282.0,as new,,4.0,installed,no,,8755,306.0,0,0,,house,house,0,0
2045,2303,236.0,340000.0,good,4.0,1.0,installed,,,1460,1625.0,1,18,,house,villa,0,0
2046,2304,157.0,360378.0,,3.0,4.0,,no,,2200,581.0,0,0,,house,house,0,0
2047,2305,149.0,268000.0,,,3.0,,,,3740,397.0,0,0,,house,house,0,0
2048,2306,140.0,355000.0,good,4.0,3.0,semi equipped,no,,7830,2944.0,0,0,,house,house,0,0
2049,2307,73.0,115000.0,good,3.0,2.0,installed,,,7160,40.0,0,0,,house,house,0,0
2050,2308,189.0,369000.0,as new,3.0,3.0,usa hyper equipped,no,,1360,358.0,0,0,,house,house,0,0
2051,2309,168.0,368800.0,as new,3.0,3.0,hyper equipped,,,1740,238.0,0,0,,house,house,0,0
2052,2310,180.0,215000.0,good,3.0,3.0,installed,no,,8930,120.0,0,0,,house,house,0,0
2053,2312,138.0,327500.0,,3.0,3.0,installed,no,,9600,646.0,0,0,,house,house,0,0
2054,2313,89.0,199000.0,,2.0,3.0,not installed,no,,4040,258.0,0,0,,house,house,0,0
2056,2315,138.0,170000.0,to renovate,2.0,3.0,installed,,,9300,100.0,0,0,,house,house,0,0
2057,2316,210.0,295000.0,to renovate,4.0,4.0,,no,,1320,1529.0,0,0,,house,house,0,0
2059,2319,240.0,498000.0,good,4.0,1.0,installed,no,,9600,2311.0,0,0,,house,country,0,0
2060,2320,550.0,2250000.0,good,4.0,4.0,installed,no,,2900,5000.0,0,0,,house,house,1,5000
2061,2321,1200.0,850000.0,as new,,20.0,hyper equipped,no,,6900,2800.0,0,0,,house,house,0,0
2063,2323,218.0,432841.0,,4.0,3.0,,,,8870,458.0,0,0,,house,villa,0,0
2064,2324,102.0,180000.0,good,3.0,2.0,semi equipped,no,,6240,688.0,0,0,,house,house,0,0
2065,2325,120.0,345000.0,,2.0,3.0,,no,,9000,68.0,1,10,,house,house,0,0
2067,2327,141.0,231000.0,,3.0,3.0,installed,no,,8650,264.0,0,0,,house,house,1,264
2068,2328,340.0,725000.0,as new,4.0,3.0,hyper equipped,no,1.0,8560,1320.0,1,100,,house,villa,1,1125
2069,2329,134.0,495000.0,to renovate,2.0,3.0,semi equipped,,,1950,171.0,0,0,,house,house,1,121
2070,2330,220.0,250000.0,to be done up,3.0,5.0,installed,no,,4500,292.0,1,50,,house,house,0,0
2071,2331,320.0,890000.0,as new,2.0,4.0,,,,1000,175.0,0,0,,house,house,1,66
2072,2332,250.0,849000.0,,3.0,4.0,,no,,1180,490.0,0,0,,house,house,0,0
2073,2333,275.0,559000.0,good,4.0,5.0,installed,no,1.0,3120,1385.0,0,0,,house,villa,0,0
2074,2334,205.0,341607.0,,3.0,3.0,,,,8870,325.0,0,0,,house,villa,0,0
2075,2335,255.0,180000.0,,,5.0,,no,,7012,100.0,0,0,,house,mixed,0,0
2076,2336,432.0,1150000.0,as new,2.0,5.0,hyper equipped,no,,1050,162.0,1,80,,house,mansion,1,38
2077,2337,1150.0,3950000.0,as new,4.0,4.0,hyper equipped,no,,2360,9540.0,1,70,True,house,house,1,9540
2078,2338,152.0,364800.0,,3.0,3.0,installed,no,,9255,349.0,0,0,,house,house,0,0
2079,2339,252.0,90000.0,to renovate,3.0,2.0,installed,no,,7970,265.0,0,0,,house,house,0,0
2080,2340,340.0,795000.0,as new,4.0,5.0,hyper equipped,no,,1300,2580.0,1,150,,house,house,1,2580
2081,2341,105.0,135000.0,,2.0,4.0,not installed,no,,6250,116.0,1,64,,house,house,0,0
2082,2342,298.0,885000.0,as new,3.0,4.0,installed,no,,1180,452.0,0,0,,house,villa,0,0
2083,2343,343.0,850000.0,to renovate,4.0,5.0,semi equipped,no,2.0,3500,2233.0,0,0,,house,villa,0,0
2084,2344,212.0,325000.0,,3.0,4.0,hyper equipped,,,6001,600.0,1,15,,house,villa,1,600
2085,2345,180.0,400000.0,,,5.0,hyper equipped,no,,1300,220.0,1,34,,house,house,0,0
2086,2347,163.0,339000.0,to be done up,,3.0,,,,2880,594.0,0,0,,house,house,0,0
2087,2348,124.0,160000.0,good,2.0,3.0,installed,no,,7080,270.0,1,20,,house,house,0,0
2088,2349,210.0,640000.0,good,4.0,4.0,installed,,,7903,2900.0,0,0,True,house,house,0,0
2089,2351,84.0,175000.0,to renovate,4.0,2.0,not installed,no,,4430,178.0,1,11,,house,house,1,90
2090,2352,2600.0,1500000.0,to be done up,4.0,50.0,,no,,4770,71907.0,1,1000,,house,mixed,1,10000
2092,2354,730.0,2450000.0,good,,8.0,installed,no,1.0,1380,3000.0,0,0,True,house,villa,0,0
2093,2355,352.0,1495000.0,good,,3.0,installed,no,1.0,9031,2786.0,1,40,,house,exceptiona,0,0
2094,2356,173.0,495000.0,,,3.0,installed,no,,9000,173.0,0,0,,house,house,0,0
2095,2357,244.0,190000.0,,4.0,4.0,installed,no,1.0,6596,542.0,1,15,,house,house,1,300
2096,2358,220.0,335000.0,,4.0,3.0,installed,,,1390,430.0,0,0,,house,house,0,0
2097,2359,137.0,110000.0,,2.0,3.0,installed,no,,7340,120.0,0,0,,house,house,0,0
2098,2360,1100.0,9500000.0,as new,4.0,12.0,installed,no,,3090,500000.0,0,0,True,house,castle,0,0
2101,2364,157.0,419000.0,,4.0,3.0,,,,8800,701.0,0,0,,house,house,0,0
2103,2366,126.0,252000.0,,,3.0,,,,8830,198.0,0,0,,house,house,0,0
2105,2368,194.0,485000.0,as new,2.0,5.0,hyper equipped,,,1400,364.0,1,40,,house,house,0,0
2106,2369,190.0,460000.0,as new,4.0,2.0,installed,,,1083,125.0,1,15,,house,house,1,31
2107,2370,220.0,199000.0,,4.0,3.0,,no,,3670,569.0,0,0,,house,house,0,0
2108,2371,400.0,369000.0,,,10.0,,no,,7911,2372.0,0,0,,house,mixed,0,0
2109,2372,675.0,650000.0,good,4.0,5.0,installed,no,1.0,8570,3300.0,1,40,,house,house,0,0
2110,2373,243.0,449000.0,good,2.0,3.0,installed,no,,9300,316.0,0,0,,house,house,0,0
2111,2374,180.0,200000.0,as new,3.0,4.0,,,,4470,175.0,0,0,,house,house,1,65
2112,2375,365.0,1350000.0,just renovated,2.0,5.0,usa hyper equipped,no,,1050,145.0,1,20,,house,house,1,50
2113,2376,400.0,550000.0,good,4.0,2.0,hyper equipped,no,,3140,7232.0,1,150,,house,house,1,7000
2114,2377,120.0,129000.0,,2.0,3.0,installed,no,,6769,150.0,0,0,,house,house,0,0
2115,2378,127.0,180000.0,,2.0,3.0,,,,2300,150.0,0,0,,house,mansion,0,0
2116,2380,850.0,2750000.0,as new,4.0,10.0,installed,yes,,1980,18000.0,1,300,True,house,exceptiona,0,0
2117,2381,148.0,267000.0,,,4.0,,,,8800,251.0,0,0,,house,house,0,0
2119,2384,850.0,540000.0,good,2.0,2.0,usa installed,no,,4800,559.0,1,185,True,house,mixed,0,0
2120,2385,262.0,600000.0,to be done up,4.0,3.0,semi equipped,no,,7061,24608.0,0,0,,house,house,0,0
2121,2386,377.0,650000.0,good,4.0,9.0,usa installed,no,,6940,3400.0,0,0,,house,house,1,3400
2122,2387,108.0,276600.0,as new,,3.0,hyper equipped,no,,8800,155.0,1,44,,house,house,1,44
2123,2388,360.0,1495000.0,good,4.0,5.0,hyper equipped,,,1410,1375.0,1,68,,house,house,1,1375
2124,2389,250.0,430000.0,good,4.0,3.0,semi equipped,no,,8710,800.0,0,0,,house,villa,0,0
2125,2390,166.0,295000.0,,2.0,3.0,,no,,1601,252.0,0,0,,house,house,0,0
2126,2391,120.0,195000.0,good,3.0,3.0,installed,no,,4400,267.0,1,20,,house,house,1,267
2127,2392,126.0,225000.0,to be done up,2.0,3.0,semi equipped,no,,6840,150.0,0,0,,house,house,0,0
2129,2394,100.0,280000.0,to renovate,4.0,3.0,not installed,,,7760,2971.0,0,0,,house,house,0,0
2130,2395,132.0,287500.0,good,,3.0,installed,no,,1420,449.0,0,0,,house,house,0,0
2131,2396,104.0,149000.0,good,2.0,4.0,installed,no,,8500,89.0,0,0,,house,house,1,22
2132,2397,360.0,465000.0,to renovate,2.0,5.0,not installed,no,,1332,411.0,0,0,,house,apartment,0,0
2133,2398,147.0,261000.0,,,4.0,,,,8800,265.0,0,0,,house,villa,0,0
2134,2399,206.0,409000.0,to renovate,,3.0,,no,,3020,1401.0,0,0,,house,house,0,0
2135,2401,217.0,218000.0,,4.0,4.0,installed,no,,5650,6500.0,1,35,,house,villa,1,6000
2136,2402,333.0,595000.0,as new,3.0,4.0,hyper equipped,no,1.0,1745,406.0,1,40,True,house,house,1,300
2137,2403,152.0,188500.0,good,2.0,4.0,installed,no,,4400,201.0,1,12,,house,house,0,0
2138,2404,210.0,150000.0,to be done up,3.0,6.0,,,,6240,212.0,0,0,,house,house,0,0
2139,2405,185.0,209000.0,,,2.0,,,,3500,1247.0,0,0,,house,country,0,0
2140,2406,161.0,359000.0,as new,,2.0,hyper equipped,no,,8310,205.0,0,0,,house,house,0,0
2141,2407,320.0,950000.0,as new,4.0,4.0,hyper equipped,no,1.0,3140,1906.0,0,0,,house,villa,1,1400
2143,2409,136.0,185000.0,to restore,4.0,4.0,semi equipped,,,4500,1842.0,1,16,,house,house,1,1650
2144,2410,216.0,325000.0,good,4.0,4.0,not installed,no,,5377,5985.0,0,0,,house,house,0,0
2145,2411,207.0,275000.0,,3.0,3.0,,,,9600,619.0,0,0,,house,house,0,0
2146,2412,241.0,498000.0,good,4.0,4.0,,,,3380,2176.0,0,0,,house,house,0,0
2147,2413,206.0,245000.0,to be done up,3.0,2.0,semi equipped,,,1703,860.0,0,0,,house,house,0,0
2148,2415,420.0,850000.0,good,,8.0,installed,no,,2540,585.0,0,0,,house,house,0,0
2149,2416,76.0,95000.0,to renovate,2.0,3.0,,no,,4100,189.0,1,13,,house,house,0,0
2150,2417,119.0,339150.0,,,3.0,installed,no,,9810,57.0,1,48,,house,house,0,0
2152,2419,252.0,635000.0,as new,2.0,4.0,hyper equipped,no,,8301,458.0,1,19,,house,house,0,0
2153,2420,378.0,1400000.0,as new,4.0,5.0,,,,9500,37902.0,0,0,,house,castle,0,0
2154,2421,235.0,535000.0,as new,,4.0,,,,8340,895.0,0,0,,house,villa,0,0
2155,2422,105.0,241121.0,,3.0,3.0,not installed,no,,4690,337.0,0,0,,house,house,1,171
2156,2423,110.0,141000.0,good,2.0,3.0,installed,no,,4101,80.0,1,18,,house,house,0,0
2157,2424,169.0,263000.0,as new,,3.0,installed,,,8820,169.0,0,0,,house,house,0,0
2158,2425,110.0,280000.0,good,4.0,2.0,usa installed,no,,7080,897.0,0,0,,house,house,0,0
2160,2427,190.0,400000.0,,3.0,3.0,usa hyper equipped,no,,1430,500.0,1,15,,house,house,1,340
2161,2428,430.0,2600000.0,good,4.0,6.0,installed,,,1180,1425.0,0,0,,house,villa,0,0
2162,2429,607.0,2550000.0,as new,4.0,6.0,usa hyper equipped,,,1950,2471.0,1,45,,house,exceptiona,0,0
2163,2430,140.0,256125.0,as new,2.0,3.0,,no,,8211,238.0,0,0,,house,house,0,0
2164,2431,70.0,143000.0,just renovated,2.0,2.0,hyper equipped,no,,8434,30.0,0,0,,house,house,0,0
2165,2433,170.0,339000.0,as new,3.0,4.0,,,,5590,900.0,0,0,,house,house,1,600
2166,2435,103.0,245000.0,,2.0,3.0,,no,,9600,297.0,1,20,,house,house,0,0
2167,2436,71.0,219000.0,to be done up,,1.0,,,,9990,419.0,0,0,,house,bungalow,0,0
2168,2437,178.0,268000.0,as new,4.0,3.0,not installed,no,,4550,1250.0,0,0,,house,villa,1,1175
2169,2438,180.0,469000.0,as new,2.0,4.0,installed,no,,2560,220.0,1,30,,house,house,1,102
2170,2440,117.0,279500.0,,3.0,4.0,installed,no,,4620,162.0,0,0,,house,house,1,293
2171,2441,190.0,410000.0,good,3.0,4.0,installed,no,,3350,282.0,0,0,,house,house,1,80
2172,2442,497.0,1750000.0,as new,,7.0,installed,no,2.0,8340,60000.0,0,0,,house,manor,0,0
2173,2443,136.0,252000.0,as new,2.0,3.0,,no,,8800,182.0,0,0,,house,house,0,0
2174,2444,180.0,150000.0,,2.0,4.0,,,,8400,105.0,0,0,,house,house,0,0
2175,2445,893.0,1695000.0,good,4.0,5.0,,no,,3140,3300.0,0,0,,house,house,0,0
2176,2446,161.0,595000.0,as new,4.0,3.0,hyper equipped,yes,,3020,280.0,0,0,,house,exceptiona,0,0
2178,2448,206.0,349000.0,good,4.0,2.0,hyper equipped,no,,9470,400.0,1,26,,house,bungalow,1,215
2179,2449,155.0,318000.0,good,3.0,3.0,usa hyper equipped,,,9300,225.0,0,0,,house,house,0,0
2180,2450,165.0,407500.0,,3.0,3.0,installed,no,,9255,583.0,0,0,,house,house,0,0
2181,2452,140.0,120000.0,as new,3.0,2.0,installed,no,,7370,17.0,0,0,,house,house,0,0
2182,2453,135.0,286044.0,,3.0,3.0,,,,4800,300.0,0,0,,house,house,0,0
2185,2456,105.0,160000.0,,,2.0,,no,,9700,135.0,0,0,,house,house,0,0
2186,2457,320.0,750000.0,good,2.0,6.0,installed,no,,1080,80.0,1,5,,house,apartment,0,0
2187,2458,142.0,412000.0,good,2.0,3.0,installed,no,,8710,389.0,1,15,,house,house,0,0
2188,2459,660.0,1620000.0,good,4.0,6.0,,,1.0,2610,1352.0,0,0,,house,villa,0,0
2189,2461,395.0,650000.0,good,4.0,3.0,hyper equipped,no,,7521,7000.0,0,0,,house,country,0,0
2190,2462,190.0,259000.0,,3.0,2.0,installed,no,,8530,290.0,0,0,,house,house,0,0
2191,2463,520.0,390000.0,good,3.0,5.0,,no,,6140,3715.0,0,0,,house,mansion,0,0
2192,2464,530.0,1000000.0,to be done up,4.0,6.0,usa hyper equipped,no,,1490,8100.0,1,150,True,house,exceptiona,1,8100
2193,2465,118.0,139000.0,to be done up,3.0,2.0,,no,,6040,260.0,0,0,,house,house,0,0
2194,2466,171.0,369000.0,good,4.0,4.0,installed,no,,8480,1049.0,0,0,,house,house,0,0
2195,2467,125.0,335000.0,,3.0,3.0,,,,9960,302.0,0,0,,house,house,0,0
2196,2468,221.0,445000.0,good,4.0,3.0,installed,no,1.0,8792,592.0,0,0,,house,villa,1,371
2197,2469,181.0,698000.0,,2.0,5.0,installed,,,1348,518.0,0,0,,house,house,0,0
2198,2470,150.0,349000.0,as new,3.0,3.0,installed,no,,7610,820.0,0,0,,house,house,1,820
2199,2471,100.0,180000.0,as new,2.0,3.0,installed,no,,4100,65.0,0,0,,house,town,0,0
2200,2472,278.0,1200000.0,good,,5.0,installed,no,,8700,20000.0,0,0,,house,farmhouse,0,0
2201,2473,155.0,635000.0,just renovated,2.0,4.0,hyper equipped,no,,1160,125.0,1,12,,house,house,1,40
2203,2475,115.0,285000.0,good,3.0,3.0,installed,no,,1330,164.0,1,9,,house,house,0,0
2204,2476,165.0,195000.0,,4.0,4.0,installed,no,,9470,2210.0,0,0,,house,house,0,0
2205,2477,156.0,248000.0,good,2.0,3.0,,no,,8755,273.0,0,0,,house,house,0,0
2206,2478,165.0,250000.0,to renovate,,4.0,,,,7181,13297.0,0,0,,house,farmhouse,0,0
2207,2480,138.0,262000.0,,,4.0,,,,8830,227.0,0,0,,house,house,0,0
2208,2481,134.0,235000.0,,4.0,3.0,,no,,4051,563.0,1,44,,house,house,1,400
2209,2483,419.0,750000.0,as new,4.0,4.0,hyper equipped,no,,9190,2327.0,0,0,,house,house,1,1200
2210,2484,438.0,992000.0,as new,3.0,5.0,hyper equipped,yes,1.0,1930,358.0,0,0,,house,house,0,0
2212,2486,365.0,490000.0,good,,5.0,installed,no,,4000,140.0,1,20,,house,house,0,0
2214,2488,100.0,265000.0,,,2.0,installed,no,,8800,779.0,0,0,,house,bungalow,0,0
2215,2489,205.0,355000.0,good,2.0,3.0,installed,no,1.0,2170,195.0,1,9,,house,house,1,120
2216,2490,269.0,399000.0,to be done up,4.0,3.0,,no,,9032,816.0,0,0,,house,house,0,0
2217,2491,687.0,380000.0,to be done up,4.0,11.0,hyper equipped,,,6833,1012.0,0,0,,house,house,0,0
2218,2492,235.0,269000.0,good,2.0,4.0,installed,no,,7700,302.0,0,0,,house,house,0,0
2219,2493,53.0,75000.0,to be done up,3.0,1.0,semi equipped,no,,4020,42.0,0,0,,house,house,0,0
2220,2494,211.0,345000.0,as new,3.0,3.0,,,,6230,308.0,1,40,,house,house,1,308
2222,2496,187.0,249000.0,,2.0,4.0,,no,,9400,750.0,0,0,,house,house,0,0
2223,2497,250.0,600000.0,,,3.0,usa hyper equipped,no,1.0,1180,250.0,1,115,,house,house,0,0
2224,2498,160.0,195000.0,to renovate,3.0,3.0,semi equipped,no,,4470,250.0,1,25,,house,house,0,0
2225,2499,280.0,325000.0,good,2.0,6.0,installed,,,9300,220.0,1,20,,house,mixed,1,30
2226,2500,120.0,279000.0,just renovated,3.0,3.0,installed,no,,8790,285.0,0,0,,house,house,0,0
2227,2501,191.0,385000.0,,4.0,3.0,,no,1.0,1730,1021.0,0,0,,house,country,0,0
2229,2503,144.0,283000.0,,3.0,3.0,,no,,8520,217.0,0,0,,house,house,1,20
2230,2505,144.0,255000.0,as new,2.0,3.0,,,,4430,205.0,0,0,,house,house,0,0
2232,2508,150.0,440000.0,good,4.0,5.0,installed,no,,4624,2500.0,1,65,,house,villa,1,2000
