,ID,area,price,building_status,number_facades,number_bedrooms,kitchen_equipped,furnished,open_fire,zip_code,land_surfaces,terrace,terrace_surface,swimming_pool,property_type,subtype_property,garden,garden_surface,subtype,Province,Zone,zone_num
258,284,158.0,319000,,3.0,3.0,,,,1360,304.0,0,0,,house,house,0,0,1,Walloon Brabant,Wallonia_zone,2
260,286,166.0,450000,good,4.0,4.0,installed,,1.0,3400,1215.0,0,0,,house,villa,0,0,2,Flemish Brabant,Flanders_zone,3
263,289,245.0,427000,as new,4.0,6.0,hyper equipped,,,2230,838.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
264,291,170.0,430000,,4.0,3.0,,,,8020,431.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
266,296,232.0,650000,to renovate,2.0,6.0,installed,,,1040,95.0,1,25,,house,house,0,0,1,Brussel-Capital,Brussels_zone,1
268,298,185.0,270000,to renovate,,3.0,installed,,,8460,240.0,1,20,,house,house,1,150,1,West Flanders,Flanders_zone,3
270,300,500.0,275000,,4.0,2.0,semi equipped,,,6590,2573.0,0,0,,house,house,1,1900,1,Hainaut,Wallonia_zone,2
272,303,152.0,331000,,3.0,3.0,,,,9400,312.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
275,307,180.0,398000,as new,,3.0,hyper equipped,,,2850,120.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
276,308,307.0,695000,as new,4.0,4.0,hyper equipped,,,3212,1832.0,0,0,,house,villa,0,0,2,Flemish Brabant,Flanders_zone,3
277,310,341.0,695000,to be done up,2.0,3.0,usa hyper equipped,,,1160,189.0,1,27,,house,mixed,0,0,3,Brussel-Capital,Brussels_zone,1
278,311,149.0,270000,good,,5.0,semi equipped,,,4031,60.0,0,0,,house,house,0,0,1,Liège,Wallonia_zone,2
279,312,196.0,609000,as new,4.0,3.0,installed,,,2550,510.0,0,0,,house,villa,1,400,2,Antwerp,Flanders_zone,3
280,313,182.0,330000,to renovate,4.0,3.0,,,,3472,2900.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
282,315,202.0,149900,,2.0,3.0,installed,,,8650,152.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
283,316,115.0,149500,good,2.0,3.0,hyper equipped,,,4400,75.0,0,0,,house,house,1,23,1,Liège,Wallonia_zone,2
284,319,301.0,795000,good,3.0,5.0,installed,,,1040,180.0,1,5,,house,house,0,0,1,Brussel-Capital,Brussels_zone,1
285,320,256.0,365000,to be done up,,3.0,installed,,,9570,1546.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
286,321,152.0,135000,to renovate,2.0,3.0,,,,2300,166.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
287,322,180.0,220000,good,4.0,3.0,,,,8500,213.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
289,325,142.0,635000,good,2.0,4.0,hyper equipped,,,1160,100.0,1,10,,house,house,1,35,1,Brussel-Capital,Brussels_zone,1
290,326,335.0,460000,good,4.0,4.0,installed,,,4500,5380.0,1,40,,house,villa,1,5000,2,Liège,Wallonia_zone,2
291,327,120.0,254000,,,3.0,installed,,,9320,1860.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
292,328,225.0,430000,to renovate,4.0,5.0,installed,,1.0,1570,1836.0,0,0,,house,villa,0,0,2,Flemish Brabant,Flanders_zone,3
293,329,158.0,265000,good,3.0,3.0,,,,8755,408.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
294,330,220.0,150000,good,2.0,4.0,installed,,,5070,1.0,0,0,,house,house,0,0,1,Namur,Wallonia_zone,2
295,331,750.0,4500000,as new,2.0,5.0,installed,,,1050,500.0,1,20,,house,house,1,150,1,Brussel-Capital,Brussels_zone,1
296,332,80.0,230000,as new,,3.0,hyper equipped,,,8434,205.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
297,333,213.0,725000,good,4.0,3.0,installed,,,9790,1887.0,0,0,,house,villa,0,0,2,East Flanders,Flanders_zone,3
299,335,145.0,320000,,2.0,3.0,,,,9960,227.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
300,336,253.0,640000,to renovate,,5.0,,,,8000,140.0,1,35,,house,house,0,0,1,West Flanders,Flanders_zone,3
301,337,350.0,569000,,4.0,3.0,semi equipped,,,9200,2952.0,1,32,,house,house,1,1500,1,East Flanders,Flanders_zone,3
302,338,204.0,265000,good,,3.0,,,,8820,139.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
303,339,103.0,250000,,2.0,3.0,,,,9600,393.0,1,20,,house,house,0,0,1,East Flanders,Flanders_zone,3
304,340,150.0,330000,just renovated,2.0,5.0,installed,,,5000,170.0,0,0,,house,house,0,0,1,Namur,Wallonia_zone,2
305,341,130.0,263863,,2.0,3.0,,,,8430,222.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
306,342,140.0,289000,good,4.0,3.0,installed,,,8980,375.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
307,343,400.0,439000,to be done up,4.0,5.0,semi equipped,,,4610,1700.0,0,0,True,house,mansion,1,1700,6,Liège,Wallonia_zone,2
308,344,120.0,425000,good,3.0,4.0,installed,,,8020,277.0,1,25,,house,house,1,170,1,West Flanders,Flanders_zone,3
309,345,300.0,659000,as new,3.0,5.0,hyper equipped,,1.0,4000,300.0,1,40,True,house,mansion,1,80,6,Liège,Wallonia_zone,2
311,349,179.0,195000,to renovate,,3.0,,,,8540,887.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
312,350,186.0,399000,,,4.0,,,,8310,284.0,1,30,,house,house,1,162,1,West Flanders,Flanders_zone,3
313,351,376.0,675000,good,,5.0,,,1.0,3110,1761.0,1,25,True,house,mixed,1,1000,3,Flemish Brabant,Flanders_zone,3
314,353,215.0,398000,,4.0,5.0,installed,,,6760,870.0,0,0,,house,house,1,600,1,Luxembourg,Wallonia_zone,2
315,354,110.0,170000,to renovate,2.0,3.0,semi equipped,,,9470,64.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
317,356,176.0,389500,good,4.0,2.0,installed,,,2860,342.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
318,357,174.0,286900,as new,2.0,3.0,not installed,,,4840,198.0,0,0,,house,house,0,0,1,Liège,Wallonia_zone,2
320,359,191.0,314990,good,3.0,3.0,usa hyper equipped,,,3620,688.0,1,250,,house,house,1,270,1,Limburg,Flanders_zone,3
322,362,180.0,379000,to renovate,4.0,5.0,semi equipped,,,9860,1976.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
324,365,178.0,745000,just renovated,,3.0,usa hyper equipped,,,8300,431.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
326,367,237.0,365000,to renovate,3.0,4.0,installed,,,9000,160.0,0,0,,house,house,1,50,1,East Flanders,Flanders_zone,3
327,368,90.0,285000,,2.0,2.0,hyper equipped,,,8400,151.0,1,20,,house,house,1,42,1,West Flanders,Flanders_zone,3
330,371,240.0,389000,good,4.0,5.0,installed,,,1470,818.0,1,20,,house,villa,0,0,2,Walloon Brabant,Wallonia_zone,2
331,372,215.0,975000,as new,4.0,4.0,usa hyper equipped,,,1325,1190.0,1,100,,house,villa,1,1190,2,Walloon Brabant,Wallonia_zone,2
332,375,180.0,469000,to renovate,2.0,3.0,semi equipped,,,1040,115.0,1,45,,house,house,0,0,1,Brussel-Capital,Brussels_zone,1
333,376,259.0,750000,to be done up,2.0,4.0,,,,1030,169.0,0,0,,house,house,1,76,1,Brussel-Capital,Brussels_zone,1
334,377,175.0,427120,,4.0,4.0,,,,3390,1240.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
335,378,120.0,169113,as new,3.0,3.0,usa hyper equipped,,,4540,422.0,0,0,,house,house,1,422,1,Liège,Wallonia_zone,2
338,382,241.0,479000,good,4.0,5.0,installed,,,4020,1400.0,1,30,,house,house,1,935,1,Liège,Wallonia_zone,2
339,383,600.0,2550000,as new,4.0,6.0,usa hyper equipped,,,1950,2500.0,1,85,True,house,exceptiona,1,1650,5,Flemish Brabant,Flanders_zone,3
340,385,171.0,319000,,3.0,3.0,hyper equipped,,,2845,220.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
341,386,243.0,194900,,4.0,3.0,,,,6044,414.0,1,15,,house,house,1,329,1,Hainaut,Wallonia_zone,2
345,390,111.0,130000,to be done up,3.0,2.0,semi equipped,,,4680,268.0,1,20,,house,house,1,170,1,Liège,Wallonia_zone,2
346,391,205.0,320000,,,5.0,,,,9000,59.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
348,393,128.0,145000,good,3.0,3.0,,,,9500,40.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
349,395,200.0,250000,to be done up,3.0,4.0,semi equipped,,,6240,2590.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
350,396,365.0,835000,good,4.0,,semi equipped,,,3053,892.0,0,0,,house,mixed,0,0,3,Flemish Brabant,Flanders_zone,3
351,397,229.0,350000,just renovated,2.0,4.0,installed,,,9000,109.0,1,30,,house,house,0,0,1,East Flanders,Flanders_zone,3
352,398,120.0,267800,good,3.0,3.0,installed,,,8501,170.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
353,399,351.0,599000,as new,4.0,4.0,hyper equipped,,,4632,2750.0,1,40,True,house,villa,1,2750,2,Liège,Wallonia_zone,2
354,402,340.0,2000000,as new,4.0,4.0,,,,3080,1450.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
355,403,248.0,579000,,,3.0,hyper equipped,,,9700,356.0,1,45,,house,mansion,0,0,6,East Flanders,Flanders_zone,3
356,404,220.0,428500,good,2.0,3.0,installed,,1.0,1850,270.0,1,33,,house,house,1,80,1,Flemish Brabant,Flanders_zone,3
357,405,270.0,795000,good,4.0,2.0,installed,,,8830,60197.0,0,0,,house,manor,0,0,12,West Flanders,Flanders_zone,3
358,406,130.0,275000,,2.0,3.0,installed,,,8000,140.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
359,408,125.0,239000,to be done up,3.0,3.0,installed,,,2260,347.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
360,409,120.0,338801,,3.0,3.0,,,,9700,347.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
361,410,335.0,496000,to be done up,2.0,4.0,semi equipped,,,9000,305.0,0,0,,house,mixed,0,0,3,East Flanders,Flanders_zone,3
363,412,135.0,199000,to be done up,3.0,3.0,semi equipped,,,9404,361.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
364,413,254.0,990000,good,4.0,4.0,installed,,,1650,3615.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
365,414,131.0,320000,,,3.0,,,,9000,147.0,1,16,,house,house,0,0,1,East Flanders,Flanders_zone,3
366,415,95.0,40000,good,2.0,2.0,installed,,,4100,380.0,0,0,,house,mixed,0,0,3,Liège,Wallonia_zone,2
368,417,154.0,259000,to be done up,2.0,3.0,semi equipped,,,4432,500.0,0,0,,house,house,1,356,1,Liège,Wallonia_zone,2
369,418,250.0,875000,good,4.0,3.0,hyper equipped,,,4861,9203.0,0,0,,house,farmhouse,1,8500,11,Liège,Wallonia_zone,2
371,420,461.0,900000,as new,2.0,10.0,installed,,,9600,690.0,0,0,,house,apartment,0,0,4,East Flanders,Flanders_zone,3
372,421,116.0,445000,just renovated,3.0,3.0,installed,,,9840,569.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
373,423,165.0,585000,good,3.0,4.0,hyper equipped,,,1970,309.0,1,30,,house,house,1,100,1,Flemish Brabant,Flanders_zone,3
374,424,256.0,598500,as new,,3.0,installed,,,2580,3300.0,0,0,,house,villa,0,0,2,Antwerp,Flanders_zone,3
375,425,267.0,470000,as new,4.0,3.0,hyper equipped,,1.0,3272,373.0,0,0,,house,mixed,1,265,3,Flemish Brabant,Flanders_zone,3
376,426,144.0,437507,,3.0,3.0,,,,3020,460.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
377,427,247.0,625000,as new,,,,,,3500,422.0,0,0,,house,apartment,0,0,4,Limburg,Flanders_zone,3
378,429,208.0,325000,to renovate,2.0,4.0,semi equipped,,,2830,194.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
379,430,650.0,3200000,good,4.0,4.0,semi equipped,,,1640,7500.0,0,0,True,house,villa,1,7500,2,Flemish Brabant,Flanders_zone,3
380,431,150.0,290000,as new,4.0,3.0,,,,6210,350.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
381,432,70.0,400000,to be done up,2.0,4.0,semi equipped,,,9300,200.0,0,0,,house,apartment,0,0,4,East Flanders,Flanders_zone,3
382,433,210.0,299000,as new,4.0,5.0,hyper equipped,,,4252,1319.0,1,32,,house,house,1,1188,1,Liège,Wallonia_zone,2
383,434,136.0,329000,,3.0,3.0,,,,9960,280.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
384,435,139.0,358643,,3.0,3.0,,,,1500,360.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
386,437,148.0,220000,just renovated,3.0,3.0,installed,,,6042,218.0,1,12,,house,house,1,150,1,Hainaut,Wallonia_zone,2
389,440,155.0,300838,,4.0,4.0,hyper equipped,yes,1.0,6440,115.0,1,25,,house,villa,0,0,2,Hainaut,Wallonia_zone,2
390,442,250.0,250000,,,1.0,,,,7880,649.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
391,443,130.0,274500,good,2.0,3.0,hyper equipped,,,1650,179.0,0,0,,house,house,1,4327,1,Flemish Brabant,Flanders_zone,3
393,445,110.0,275000,good,,3.0,installed,,,1420,283.0,1,6,,house,house,0,0,1,Walloon Brabant,Wallonia_zone,2
394,446,220.0,449000,as new,4.0,4.0,installed,,,7830,1150.0,1,40,,house,villa,1,950,2,Hainaut,Wallonia_zone,2
396,448,300.0,475000,just renovated,2.0,3.0,usa installed,,,2140,175.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
397,450,121.0,199000,good,2.0,3.0,hyper equipped,,,9230,130.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
398,451,105.0,199000,good,2.0,2.0,not installed,,,8530,126.0,0,0,,house,house,1,61,1,West Flanders,Flanders_zone,3
399,452,75.0,120000,to renovate,3.0,2.0,not installed,,,6220,651.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
401,454,130.0,249000,good,4.0,3.0,semi equipped,,,5170,2146.0,1,28,,house,house,1,1956,1,Namur,Wallonia_zone,2
402,455,188.0,365000,good,,4.0,installed,,,9880,380.0,1,25,,house,house,1,165,1,East Flanders,Flanders_zone,3
403,456,400.0,269000,as new,,4.0,installed,yes,1.0,8970,342.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
404,457,309.0,435000,as new,3.0,3.0,hyper equipped,,,8200,237.0,0,0,,house,mixed,0,0,3,West Flanders,Flanders_zone,3
405,458,211.0,369000,,2.0,4.0,installed,,,2845,213.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
406,459,110.0,155000,good,3.0,3.0,installed,,,4040,770.0,1,22,,house,house,1,682,1,Liège,Wallonia_zone,2
407,460,305.0,445000,to renovate,4.0,4.0,,,,7822,3615.0,0,0,,house,country,0,0,7,Hainaut,Wallonia_zone,2
408,461,175.0,275000,as new,2.0,3.0,,,,8600,156.0,0,0,,house,house,1,165,1,West Flanders,Flanders_zone,3
409,462,166.0,179000,to be done up,3.0,3.0,semi equipped,,,4400,325.0,1,30,,house,house,1,280,1,Liège,Wallonia_zone,2
410,463,150.0,220000,as new,4.0,3.0,semi equipped,,,7387,1772.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
411,464,528.0,1895000,as new,4.0,10.0,installed,,1.0,1410,5600.0,1,50,True,house,exceptiona,0,0,5,Walloon Brabant,Wallonia_zone,2
413,466,140.0,149900,good,2.0,2.0,installed,,,7080,177.0,0,0,,house,house,1,80,1,Hainaut,Wallonia_zone,2
414,467,129.0,125000,to renovate,3.0,1.0,not installed,,,7387,886.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
415,468,310.0,625000,as new,4.0,4.0,installed,,1.0,2580,644.0,0,0,,house,villa,0,0,2,Antwerp,Flanders_zone,3
416,469,160.0,284000,to be done up,,5.0,,,,9000,94.0,0,0,,house,house,1,24,1,East Flanders,Flanders_zone,3
417,470,156.0,369000,good,2.0,3.0,installed,,,1500,410.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
418,471,180.0,450000,,2.0,5.0,installed,,,9000,58.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
419,472,165.0,359000,as new,2.0,3.0,hyper equipped,,,1930,149.0,1,12,,house,house,1,70,1,Flemish Brabant,Flanders_zone,3
420,473,140.0,385000,as new,2.0,3.0,hyper equipped,,,1420,267.0,1,25,,house,house,0,0,1,Walloon Brabant,Wallonia_zone,2
421,474,187.0,199000,to renovate,,3.0,,,,8791,436.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
422,475,540.0,2800000,as new,4.0,6.0,usa hyper equipped,,,1640,2205.0,1,60,,house,house,1,2200,1,Flemish Brabant,Flanders_zone,3
423,476,175.0,395000,,2.0,3.0,installed,,,9820,63.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
424,478,136.0,330000,,3.0,3.0,,,,9700,292.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
425,479,165.0,649000,as new,2.0,6.0,installed,,,2018,100.0,0,0,,house,apartment,0,0,4,Antwerp,Flanders_zone,3
426,480,200.0,490000,good,3.0,3.0,,,,3040,417.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
427,481,370.0,545000,,,5.0,,,1.0,8840,710.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
429,483,239.0,569000,to renovate,2.0,6.0,installed,,2.0,9000,104.0,1,8,,house,mansion,0,0,6,East Flanders,Flanders_zone,3
430,484,474.0,550000,,2.0,4.0,,,,1500,229.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
431,485,175.0,425000,,,4.0,hyper equipped,,,8490,604.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
432,486,290.0,225000,just renovated,2.0,6.0,installed,,,6210,160.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
433,488,400.0,2600000,,4.0,5.0,hyper equipped,,,1180,1425.0,1,60,,house,villa,1,700,2,Brussel-Capital,Brussels_zone,1
434,489,240.0,995000,good,2.0,4.0,installed,,,2000,48.0,0,0,,house,apartment,0,0,4,Antwerp,Flanders_zone,3
435,490,136.0,298000,,,3.0,,,,9880,167.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
436,491,265.0,748000,good,3.0,4.0,installed,,,9000,165.0,1,30,,house,house,1,65,1,East Flanders,Flanders_zone,3
437,492,174.0,275000,good,2.0,5.0,installed,,,9400,280.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
438,493,465.0,2890000,as new,4.0,6.0,usa hyper equipped,,,1180,1400.0,1,90,True,house,villa,0,0,2,Brussel-Capital,Brussels_zone,1
440,495,156.0,450000,to renovate,2.0,4.0,installed,,,9000,94.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
442,497,172.0,249000,,3.0,3.0,,,,2240,560.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
443,498,152.0,349000,,,3.0,,,,2590,261.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
444,499,636.0,625000,to be done up,4.0,6.0,installed,,,7620,2000.0,1,32,,house,country,1,1200,7,Hainaut,Wallonia_zone,2
445,500,144.0,425507,,3.0,3.0,,,,3020,420.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
446,502,450.0,590000,,2.0,5.0,not installed,,,1653,362.0,1,24,,house,mixed,0,0,3,Flemish Brabant,Flanders_zone,3
447,503,210.0,329000,good,4.0,5.0,usa semi equipped,,,4520,994.0,1,40,,house,apartment,1,60,4,Liège,Wallonia_zone,2
448,504,114.0,249000,as new,,4.0,,,,8510,291.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
449,505,253.0,788000,as new,4.0,4.0,hyper equipped,,,3360,809.0,0,0,,house,villa,0,0,2,Flemish Brabant,Flanders_zone,3
450,506,600.0,1170000,,,10.0,,,,1082,354.0,0,0,,house,house,0,0,1,Brussel-Capital,Brussels_zone,1
451,509,220.0,425000,good,,5.0,installed,,,3320,860.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
452,511,300.0,295000,to renovate,,3.0,,,,8501,1062.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
453,512,80.0,230000,as new,,3.0,hyper equipped,,,8434,206.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
454,513,172.0,262110,,,3.0,installed,,,3473,367.0,0,0,,house,house,1,300,1,Flemish Brabant,Flanders_zone,3
455,514,170.0,185000,to be done up,3.0,3.0,semi equipped,,,4520,428.0,1,9,,house,house,1,369,1,Liège,Wallonia_zone,2
456,515,188.0,265000,as new,3.0,4.0,,,,4460,115.0,1,19,,house,house,1,115,1,Liège,Wallonia_zone,2
457,516,180.0,399000,to renovate,,9.0,,,,3500,130.0,0,0,,house,house,0,0,1,Limburg,Flanders_zone,3
459,518,164.0,345000,good,3.0,3.0,,,,9750,342.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
460,520,129.0,315000,,3.0,3.0,,,,1540,162.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
461,521,588.0,2200000,to be done up,4.0,5.0,,,,1180,1300.0,0,0,,house,villa,0,0,2,Brussel-Capital,Brussels_zone,1
462,522,413.0,349000,to be done up,,4.0,,,,9300,91.0,1,13,,house,house,0,0,1,East Flanders,Flanders_zone,3
463,523,370.0,685000,good,2.0,4.0,installed,,,6700,790.0,1,91,,house,mixed,0,0,3,Luxembourg,Wallonia_zone,2
464,526,236.0,308000,,3.0,3.0,installed,,,4837,518.0,1,16,,house,house,1,518,1,Liège,Wallonia_zone,2
465,527,329.0,515000,,3.0,6.0,hyper equipped,,,2100,345.0,0,0,,house,exceptiona,0,0,5,Antwerp,Flanders_zone,3
466,528,126.0,105000,good,3.0,3.0,semi equipped,,,7390,20.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
467,529,173.0,229000,to be done up,2.0,2.0,installed,,,8400,103.0,0,0,,house,mixed,0,0,3,West Flanders,Flanders_zone,3
468,530,280.0,395000,just renovated,2.0,4.0,hyper equipped,,,8930,405.0,1,42,,house,house,1,116,1,West Flanders,Flanders_zone,3
469,531,135.0,275000,,3.0,3.0,,,,9600,537.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
471,533,578.0,1060000,as new,4.0,8.0,hyper equipped,,1.0,1457,1538.0,0,0,True,house,villa,0,0,2,Walloon Brabant,Wallonia_zone,2
472,534,130.0,399000,just renovated,2.0,3.0,installed,,,2100,120.0,1,12,,house,house,1,30,1,Antwerp,Flanders_zone,3
473,535,350.0,595000,to be done up,2.0,12.0,not installed,,,4020,231.0,1,40,,house,apartment,0,0,4,Liège,Wallonia_zone,2
475,537,550.0,1500000,good,4.0,4.0,,,1.0,1390,1850.0,0,0,True,house,villa,0,0,2,Walloon Brabant,Wallonia_zone,2
477,539,132.0,495000,good,4.0,3.0,usa hyper equipped,,1.0,1933,298.0,1,18,,house,house,1,190,1,Flemish Brabant,Flanders_zone,3
479,541,192.0,430000,good,4.0,3.0,installed,,1.0,1785,484.0,1,16,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
480,542,124.0,150000,,,2.0,,,,3511,930.0,0,0,,house,house,0,0,1,Limburg,Flanders_zone,3
481,543,160.0,159000,good,2.0,4.0,installed,,,7340,174.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
482,544,114.0,256984,,3.0,3.0,,,,8790,346.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
483,545,135.0,275000,,3.0,3.0,,,,9600,537.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
484,546,286.0,669000,as new,3.0,4.0,hyper equipped,,,3360,399.0,1,21,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
485,547,212.0,269000,good,3.0,6.0,installed,,,4610,433.0,0,0,,house,house,0,0,1,Liège,Wallonia_zone,2
486,548,222.0,337500,as new,3.0,3.0,hyper equipped,,,3700,160.0,1,21,,house,house,1,62,1,Limburg,Flanders_zone,3
487,550,290.0,330000,to be done up,4.0,3.0,semi equipped,,1.0,7950,3200.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
489,552,130.0,277700,,,3.0,,,,9100,225.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
490,553,180.0,450000,good,4.0,6.0,semi equipped,yes,,5560,3945.0,0,0,,house,villa,1,3945,2,Namur,Wallonia_zone,2
492,555,216.0,1149000,just renovated,,4.0,usa hyper equipped,,,8300,780.0,0,0,True,house,house,0,0,1,West Flanders,Flanders_zone,3
493,557,146.0,345000,good,,4.0,not installed,,,4000,5.0,1,5,,house,apartment,0,0,4,Liège,Wallonia_zone,2
494,558,114.0,268424,,3.0,3.0,,,,8790,346.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
495,559,125.0,249000,just renovated,4.0,3.0,usa installed,,,4432,394.0,1,13,,house,house,1,209,1,Liège,Wallonia_zone,2
497,561,309.0,410000,as new,3.0,4.0,hyper equipped,,,6720,380.0,0,0,,house,house,1,150,1,Luxembourg,Wallonia_zone,2
498,562,108.0,235000,good,2.0,2.0,semi equipped,,,4300,430.0,1,1,,house,house,1,358,1,Liège,Wallonia_zone,2
500,564,238.0,449000,good,3.0,4.0,hyper equipped,,1.0,1420,228.0,0,0,,house,house,0,0,1,Walloon Brabant,Wallonia_zone,2
501,565,140.0,265000,just renovated,2.0,3.0,,,,2870,334.0,1,49,,house,house,1,163,1,Antwerp,Flanders_zone,3
504,568,162.0,199900,just renovated,2.0,3.0,hyper equipped,,,9600,94.0,1,20,,house,house,0,0,1,East Flanders,Flanders_zone,3
505,569,257.0,360000,,2.0,4.0,installed,,,3000,388.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
507,571,205.0,355000,good,,3.0,installed,,,9090,235.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
508,572,130.0,300000,,3.0,3.0,hyper equipped,,,8400,163.0,1,15,,house,villa,0,0,2,West Flanders,Flanders_zone,3
